term	category	first_tier	first_source
opioid receptor agonist	DRUG	2a	2a:yt_med_seg
phenanthrenes	DRUG	2a	2a:yt_med_seg
physical dependence	CONDITION	2a	2a:yt_med_seg
capa	CONDITION	2a	2a:yt_med_seg
pinpoint pupils	FINDING	2a	2a:yt_med_seg
opioid receptor antagonists	DRUG	2a	2a:yt_med_seg
nmda	DRUG	2a	2a:yt_med_seg
apyramide	DRUG	2a	2a:yt_med_seg
interleukin 1	DRUG	2a	2a:yt_med_seg
lll	ANATOMY	2a	2a:yt_med_seg
mitogen	DRUG	2a	2a:yt_med_seg
lps	CONDITION	2a	2a:yt_med_seg
lipopolysaccharide b	DRUG	2a	2a:yt_med_seg
tau phosphorylated ptau217	PROCEDURE	2a	2a:yt_med_seg
lll 12	DRUG	2a	2a:yt_med_seg
pain thresholds	FINDING	2a	2a:yt_med_seg
sublingual	FINDING	2a	2a:yt_med_seg
oral administration	PROCEDURE	2a	2a:yt_med_seg
m6g	DRUG	2a	2a:yt_med_seg
nissel	DRUG	2a	2a:yt_med_seg
analgesic effect	FINDING	2a	2a:yt_med_seg
diacetylmorphine	DRUG	2a	2a:yt_med_seg
ms contin	DRUG	2a	2a:yt_med_seg
kadian	DRUG	2a	2a:yt_med_seg
breakthrough pain	SYMPTOM	2a	2a:yt_med_seg
solid phase extraction	PROCEDURE	2a	2a:yt_med_seg
chromatography mass	PROCEDURE	2a	2a:yt_med_seg
spectrometry	PROCEDURE	2a	2a:yt_med_seg
lc-ms	PROCEDURE	2a	2a:yt_med_seg
thebaine	DRUG	2a	2a:yt_med_seg
etorphine	DRUG	2a	2a:yt_med_seg
papaverine	DRUG	2a	2a:yt_med_seg
mulberry	DRUG	2a	2a:yt_med_seg
dihydrocodeine	DRUG	2a	2a:yt_med_seg
biosynthetic	FINDING	2a	2a:yt_med_seg
tyramine	DRUG	2a	2a:yt_med_seg
penta	DRUG	2a	2a:yt_med_seg
phenolic	DRUG	2a	2a:yt_med_seg
tertiary amines	DRUG	2a	2a:yt_med_seg
position 17:	FINDING	2a	2a:yt_med_seg
opiate agonist	DRUG	2a	2a:yt_med_seg
m99	DRUG	2a	2a:yt_med_seg
morphine derivatives	DRUG	2a	2a:yt_med_seg
narcan	DRUG	2a	2a:yt_med_seg
synthetic drugs	DRUG	2a	2a:yt_med_seg
emetics	CONDITION	2a	2a:yt_med_seg
anesthetics general	DRUG	2a	2a:yt_med_seg
muscle relaxants	DRUG	2a	2a:yt_med_seg
tartrate	DRUG	2a	2a:yt_med_seg
bromide	PROCEDURE	2a	2a:yt_med_seg
controlled substance	PROCEDURE	2a	2a:yt_med_seg
pectin	DRUG	2a	2a:yt_med_seg
salicylate	DRUG	2a	2a:yt_med_seg
ascorbate	PROCEDURE	2a	2a:yt_med_seg
parenteral administration	PROCEDURE	2a	2a:yt_med_seg
herbal preparation	DRUG	2a	2a:yt_med_seg
ammonium hydroxide	DRUG	2a	2a:yt_med_seg
sodium carbonate	DRUG	2a	2a:yt_med_seg
opium alkaloids	DRUG	2a	2a:yt_med_seg
stalks	CONDITION	2a	2a:yt_med_seg
solvent extraction	PROCEDURE	2a	2a:yt_med_seg
coal-tar	DRUG	2a	2a:yt_med_seg
oral morphine	DRUG	2a	2a:yt_med_seg
maintenance therapy	PROCEDURE	2a	2a:yt_med_seg
opiate addiction	CONDITION	2a	2a:yt_med_seg
morphine product	DRUG	2a	2a:yt_med_seg
laam	DRUG	2a	2a:yt_med_seg
propanol	DRUG	2a	2a:yt_med_seg
salicylic	DRUG	2a	2a:yt_med_seg
laudanum	DRUG	2a	2a:yt_med_seg
alcohol addiction	CONDITION	2a	2a:yt_med_seg
edm	CONDITION	2a	2a:yt_med_seg
administered intravenously	PROCEDURE	2a	2a:yt_med_seg
diamorphine	DRUG	2a	2a:yt_med_seg
ethyl morphine	DRUG	2a	2a:yt_med_seg
propoxyphene	PROCEDURE	2a	2a:yt_med_seg
tramadol	PROCEDURE	2a	2a:yt_med_seg
petroleum distillates	DRUG	2a	2a:yt_med_seg
controlled substances	DRUG	2a	2a:yt_med_seg
csa	CONDITION	2a	2a:yt_med_seg
zieve	CONDITION	2a	2a:yt_med_seg
absence of pain	FINDING	2a	2a:yt_med_seg
opana	DRUG	2a	2a:yt_med_seg
morphine injection	DRUG	2a	2a:yt_med_seg
black tar	DRUG	2a	2a:yt_med_seg
morphea	CONDITION	2a	2a:yt_med_seg
ms contin tablets	DRUG	2a	2a:yt_med_seg
pbz	DRUG	2a	2a:yt_med_seg
intravenous administration	PROCEDURE	2a	2a:yt_med_seg
morphia	DRUG	2a	2a:yt_med_seg
cabin fever	CONDITION	2a	2a:yt_med_seg
ray first	ANATOMY	2a	2a:yt_med_seg
bengay	DRUG	2a	2a:yt_med_seg
alzheimer's association	PROCEDURE	2a	2a:yt_med_seg
almost monthly	FINDING	2a	2a:yt_med_seg
house calls	PROCEDURE	2a	2a:yt_med_seg
cognitive problems	FINDING	2a	2a:yt_med_seg
mostly straight	FINDING	2a	2a:yt_med_seg
elder care	PROCEDURE	2a	2a:yt_med_seg
ferret	DRUG	2a	2a:yt_med_seg
second genu	ANATOMY	2a	2a:yt_med_seg
able to manage time	FINDING	2a	2a:yt_med_seg
team conference	PROCEDURE	2a	2a:yt_med_seg
some confidence	FINDING	2a	2a:yt_med_seg
transcribing	FINDING	2a	2a:yt_med_seg
hpe	ANATOMY	2a	2a:yt_med_seg
change in relationship	FINDING	2a	2a:yt_med_seg
nix	DRUG	2a	2a:yt_med_seg
setae	ANATOMY	2a	2a:yt_med_seg
senshio	DRUG	2a	2a:yt_med_seg
substantially decreased	FINDING	2a	2a:yt_med_seg
chestnut	DRUG	2a	2a:yt_med_seg
pain muscle	SYMPTOM	2a	2a:yt_med_seg
food sensitivity	CONDITION	2a	2a:yt_med_seg
black pepper	DRUG	2a	2a:yt_med_seg
mrt	ANATOMY	2a	2a:yt_med_seg
gluten sensitivity	FINDING	2a	2a:yt_med_seg
hot sweats	FINDING	2a	2a:yt_med_seg
localized inflammation	FINDING	2a	2a:yt_med_seg
dilate blood	PROCEDURE	2a	2a:yt_med_seg
hip replacements	PROCEDURE	2a	2a:yt_med_seg
patient moving	PROCEDURE	2a	2a:yt_med_seg
hormone replacement	PROCEDURE	2a	2a:yt_med_seg
digestive enzyme	DRUG	2a	2a:yt_med_seg
vitamin g	DRUG	2a	2a:yt_med_seg
adrenals	ANATOMY	2a	2a:yt_med_seg
depression chronic	CONDITION	2a	2a:yt_med_seg
physiological stress	CONDITION	2a	2a:yt_med_seg
cortisone injections	PROCEDURE	2a	2a:yt_med_seg
cortisone injection	PROCEDURE	2a	2a:yt_med_seg
three plus	FINDING	2a	2a:yt_med_seg
t wave	FINDING	2a	2a:yt_med_seg
sharp edges	FINDING	2a	2a:yt_med_seg
one touch	DRUG	2a	2a:yt_med_seg
allergy history	FINDING	2a	2a:yt_med_seg
does not stand	FINDING	2a	2a:yt_med_seg
increased infections	FINDING	2a	2a:yt_med_seg
heart donor	FINDING	2a	2a:yt_med_seg
blood type	PROCEDURE	2a	2a:yt_med_seg
heart size	FINDING	2a	2a:yt_med_seg
right heart	ANATOMY	2a	2a:yt_med_seg
difficult to remove	FINDING	2a	2a:yt_med_seg
immunosuppressant	DRUG	2a	2a:yt_med_seg
transplanted heart	ANATOMY	2a	2a:yt_med_seg
non-hodgkin lymphoma	CONDITION	2a	2a:yt_med_seg
feeling heavy	FINDING	2a	2a:yt_med_seg
pelvic congestion syndrome	CONDITION	2a	2a:yt_med_seg
pain in thigh	SYMPTOM	2a	2a:yt_med_seg
vein trouble	FINDING	2a	2a:yt_med_seg
dilated veins	CONDITION	2a	2a:yt_med_seg
ct venography	PROCEDURE	2a	2a:yt_med_seg
ct scan with contrast	PROCEDURE	2a	2a:yt_med_seg
cause of blockage	FINDING	2a	2a:yt_med_seg
flow in veins	FINDING	2a	2a:yt_med_seg
superficial femoral vein	ANATOMY	2a	2a:yt_med_seg
jugular veins	ANATOMY	2a	2a:yt_med_seg
pubic	ANATOMY	2a	2a:yt_med_seg
common femoral vein	ANATOMY	2a	2a:yt_med_seg
iliac stenting	PROCEDURE	2a	2a:yt_med_seg
iliac vein compression syndrome	CONDITION	2a	2a:yt_med_seg
decompression surgery	PROCEDURE	2a	2a:yt_med_seg
membranous obstruction	CONDITION	2a	2a:yt_med_seg
blockage cause	FINDING	2a	2a:yt_med_seg
right atrium of heart	ANATOMY	2a	2a:yt_med_seg
blood pooling	FINDING	2a	2a:yt_med_seg
chronic pelvic pain	SYMPTOM	2a	2a:yt_med_seg
urinary urgency	SYMPTOM	2a	2a:yt_med_seg
pelvic vein	ANATOMY	2a	2a:yt_med_seg
ovarian vein	ANATOMY	2a	2a:yt_med_seg
leg varicose veins	CONDITION	2a	2a:yt_med_seg
hypogastric	ANATOMY	2a	2a:yt_med_seg
uterine enlargement	FINDING	2a	2a:yt_med_seg
renal vein thrombosis	CONDITION	2a	2a:yt_med_seg
nutcracker syndrome	CONDITION	2a	2a:yt_med_seg
mr venography	PROCEDURE	2a	2a:yt_med_seg
atv	DRUG	2a	2a:yt_med_seg
mrv	DRUG	2a	2a:yt_med_seg
surgical menopause	CONDITION	2a	2a:yt_med_seg
bso	DRUG	2a	2a:yt_med_seg
entire internal iliac vein	ANATOMY	2a	2a:yt_med_seg
strength train	PROCEDURE	2a	2a:yt_med_seg
skin elasticity	FINDING	2a	2a:yt_med_seg
strength training	PROCEDURE	2a	2a:yt_med_seg
flanders	DRUG	2a	2a:yt_med_seg
skin treatments	PROCEDURE	2a	2a:yt_med_seg
neck lift	PROCEDURE	2a	2a:yt_med_seg
concerned about wrinkles	SYMPTOM	2a	2a:yt_med_seg
inability to work	FINDING	2a	2a:yt_med_seg
bone mineral density	PROCEDURE	2a	2a:yt_med_seg
qct	PROCEDURE	2a	2a:yt_med_seg
bmd	PROCEDURE	2a	2a:yt_med_seg
calcium hydroxyapatite	DRUG	2a	2a:yt_med_seg
ct head	PROCEDURE	2a	2a:yt_med_seg
ct bone density	PROCEDURE	2a	2a:yt_med_seg
3d imaging	PROCEDURE	2a	2a:yt_med_seg
dxa	PROCEDURE	2a	2a:yt_med_seg
bone densitometry	PROCEDURE	2a	2a:yt_med_seg
x-ray absorptiometry	PROCEDURE	2a	2a:yt_med_seg
disc space narrowing	FINDING	2a	2a:yt_med_seg
osteophytes	CONDITION	2a	2a:yt_med_seg
femoral neck	ANATOMY	2a	2a:yt_med_seg
ct colonography	PROCEDURE	2a	2a:yt_med_seg
iat	PROCEDURE	2a	2a:yt_med_seg
osteopenia	CONDITION	2a	2a:yt_med_seg
proximal femur	ANATOMY	2a	2a:yt_med_seg
venous air embolism	CONDITION	2a	2a:yt_med_seg
air embolisms	CONDITION	2a	2a:yt_med_seg
cerebral vascular accident	CONDITION	2a	2a:yt_med_seg
speech impairment	FINDING	2a	2a:yt_med_seg
normal sinus rhythm	FINDING	2a	2a:yt_med_seg
peripheral cyanosis	FINDING	2a	2a:yt_med_seg
beach chair position	FINDING	2a	2a:yt_med_seg
cranial surgery	PROCEDURE	2a	2a:yt_med_seg
lactated ringers	DRUG	2a	2a:yt_med_seg
bradycardia	FINDING	2a	2a:yt_med_seg
myocardial depressant	DRUG	2a	2a:yt_med_seg
placental abruption	CONDITION	2a	2a:yt_med_seg
cervical dilation	FINDING	2a	2a:yt_med_seg
emboli	FINDING	2a	2a:yt_med_seg
pfo	CONDITION	2a	2a:yt_med_seg
parenteral nutrition	PROCEDURE	2a	2a:yt_med_seg
intravenous feeding	PROCEDURE	2a	2a:yt_med_seg
posterior fossa	ANATOMY	2a	2a:yt_med_seg
caesarean sections	PROCEDURE	2a	2a:yt_med_seg
optoacoustic techniques	PROCEDURE	2a	2a:yt_med_seg
inspired oxygen concentration	FINDING	2a	2a:yt_med_seg
risk for bleeding	FINDING	2a	2a:yt_med_seg
stool color	FINDING	2a	2a:yt_med_seg
abnormal kidney function	CONDITION	2a	2a:yt_med_seg
use equipment	FINDING	2a	2a:yt_med_seg
no communication	FINDING	2a	2a:yt_med_seg
multi-disciplinary team	PROCEDURE	2a	2a:yt_med_seg
professional counseling	PROCEDURE	2a	2a:yt_med_seg
condensed tannin	DRUG	2a	2a:yt_med_seg
chronic liver failure	CONDITION	2a	2a:yt_med_seg
ischemic hepatitis	CONDITION	2a	2a:yt_med_seg
can do very well	FINDING	2a	2a:yt_med_seg
ablation catheter	PROCEDURE	2a	2a:yt_med_seg
chamber of heart	ANATOMY	2a	2a:yt_med_seg
monitoring temperature	PROCEDURE	2a	2a:yt_med_seg
universal precaution	PROCEDURE	2a	2a:yt_med_seg
ther	PROCEDURE	2a	2a:yt_med_seg
pain in leg	SYMPTOM	2a	2a:yt_med_seg
guided intervention	PROCEDURE	2a	2a:yt_med_seg
x-ray procedure	PROCEDURE	2a	2a:yt_med_seg
sensory improvement	FINDING	2a	2a:yt_med_seg
pregnancy problem	FINDING	2a	2a:yt_med_seg
emp	CONDITION	2a	2a:yt_med_seg
maternal immunization	PROCEDURE	2a	2a:yt_med_seg
severe nausea	FINDING	2a	2a:yt_med_seg
baby and me	DRUG	2a	2a:yt_med_seg
rsv vaccine	DRUG	2a	2a:yt_med_seg
late pre-term	FINDING	2a	2a:yt_med_seg
preterm births	CONDITION	2a	2a:yt_med_seg
safety surveillance	PROCEDURE	2a	2a:yt_med_seg
injectable progesterone	DRUG	2a	2a:yt_med_seg
hiv positivity	LAB_RESULT	2a	2a:yt_med_seg
perinatal care	PROCEDURE	2a	2a:yt_med_seg
12 ecg leads	PROCEDURE	2a	2a:yt_med_seg
horizontal planes	ANATOMY	2a	2a:yt_med_seg
avl	CONDITION	2a	2a:yt_med_seg
extended care	PROCEDURE	2a	2a:yt_med_seg
musculoskeletal diagnosis	PROCEDURE	2a	2a:yt_med_seg
orthopedic physical therapy	PROCEDURE	2a	2a:yt_med_seg
assess geriatric	PROCEDURE	2a	2a:yt_med_seg
patient-centered care	PROCEDURE	2a	2a:yt_med_seg
safety and security	FINDING	2a	2a:yt_med_seg
food and nutrition	PROCEDURE	2a	2a:yt_med_seg
care capacity	FINDING	2a	2a:yt_med_seg
health screening	PROCEDURE	2a	2a:yt_med_seg
ebola virus disease	CONDITION	2a	2a:yt_med_seg
ebola vaccine	DRUG	2a	2a:yt_med_seg
6 or more days	FINDING	2a	2a:yt_med_seg
born in malaysia	FINDING	2a	2a:yt_med_seg
rubber gloves	PROCEDURE	2a	2a:yt_med_seg
coveralls	PROCEDURE	2a	2a:yt_med_seg
oral rehydration solution	DRUG	2a	2a:yt_med_seg
medevac	DRUG	2a	2a:yt_med_seg
community-based treatment	PROCEDURE	2a	2a:yt_med_seg
chain of infection	CONDITION	2a	2a:yt_med_seg
disease detection	PROCEDURE	2a	2a:yt_med_seg
pelvic peritoneum	ANATOMY	2a	2a:yt_med_seg
endometriomas	CONDITION	2a	2a:yt_med_seg
black spot	CONDITION	2a	2a:yt_med_seg
infiltrating	CONDITION	2a	2a:yt_med_seg
sexual traumas	CONDITION	2a	2a:yt_med_seg
endometriosis surgery	PROCEDURE	2a	2a:yt_med_seg
muscle layer	ANATOMY	2a	2a:yt_med_seg
uterine serosa	ANATOMY	2a	2a:yt_med_seg
scrotums	ANATOMY	2a	2a:yt_med_seg
endometrioma	CONDITION	2a	2a:yt_med_seg
normal ovary	FINDING	2a	2a:yt_med_seg
removals	PROCEDURE	2a	2a:yt_med_seg
cystectomies	PROCEDURE	2a	2a:yt_med_seg
residual pain	SYMPTOM	2a	2a:yt_med_seg
pelvic floor	ANATOMY	2a	2a:yt_med_seg
reflex sympathetic dystrophy	CONDITION	2a	2a:yt_med_seg
crps	CONDITION	2a	2a:yt_med_seg
obturator muscle	ANATOMY	2a	2a:yt_med_seg
pudenda	ANATOMY	2a	2a:yt_med_seg
discogenic pain	CONDITION	2a	2a:yt_med_seg
pelvic torsion	FINDING	2a	2a:yt_med_seg
platelet lysate	DRUG	2a	2a:yt_med_seg
labrum	ANATOMY	2a	2a:yt_med_seg
hudson	SYMPTOM	2a	2a:yt_med_seg
peritoneal disease	CONDITION	2a	2a:yt_med_seg
round ligament	ANATOMY	2a	2a:yt_med_seg
colon resection	PROCEDURE	2a	2a:yt_med_seg
lymph node dissection	PROCEDURE	2a	2a:yt_med_seg
lymph node pelvic	ANATOMY	2a	2a:yt_med_seg
sclerotic	CONDITION	2a	2a:yt_med_seg
prolapse repairs	PROCEDURE	2a	2a:yt_med_seg
informed patients	PROCEDURE	2a	2a:yt_med_seg
lupron	DRUG	2a	2a:yt_med_seg
grh	DRUG	2a	2a:yt_med_seg
gnrh	DRUG	2a	2a:yt_med_seg
progestin	DRUG	2a	2a:yt_med_seg
loss of memory	SYMPTOM	2a	2a:yt_med_seg
endometriotic cyst	CONDITION	2a	2a:yt_med_seg
birth controls	PROCEDURE	2a	2a:yt_med_seg
quercetin	DRUG	2a	2a:yt_med_seg
corpus luteum	ANATOMY	2a	2a:yt_med_seg
fenestration	PROCEDURE	2a	2a:yt_med_seg
endometrium	CONDITION	2a	2a:yt_med_seg
uterine pain	SYMPTOM	2a	2a:yt_med_seg
thoracic disease	CONDITION	2a	2a:yt_med_seg
diaphragm disease	CONDITION	2a	2a:yt_med_seg
special stains	PROCEDURE	2a	2a:yt_med_seg
catamenial pneumothorax	CONDITION	2a	2a:yt_med_seg
abdominal hysterectomies	PROCEDURE	2a	2a:yt_med_seg
prolapse repair	PROCEDURE	2a	2a:yt_med_seg
spiderwebs	FINDING	2a	2a:yt_med_seg
central venous pressure	FINDING	2a	2a:yt_med_seg
peripheral venous pressure	FINDING	2a	2a:yt_med_seg
peripheral veins	ANATOMY	2a	2a:yt_med_seg
intra-abdominal pressure	FINDING	2a	2a:yt_med_seg
wooziness	SYMPTOM	2a	2a:yt_med_seg
surface of pelvis	ANATOMY	2a	2a:yt_med_seg
physical therapies	PROCEDURE	2a	2a:yt_med_seg
trying to conceive	FINDING	2a	2a:yt_med_seg
unable to conceive	FINDING	2a	2a:yt_med_seg
depressive state	CONDITION	2a	2a:yt_med_seg
arms moving	FINDING	2a	2a:yt_med_seg
dorsal root ganglion	ANATOMY	2a	2a:yt_med_seg
orthodromic nerve conduction test	PROCEDURE	2a	2a:yt_med_seg
motor nerve	ANATOMY	2a	2a:yt_med_seg
motor unit	ANATOMY	2a	2a:yt_med_seg
cmf	PROCEDURE	2a	2a:yt_med_seg
right rm	ANATOMY	2a	2a:yt_med_seg
nerve conduction	PROCEDURE	2a	2a:yt_med_seg
median nerve at elbow	ANATOMY	2a	2a:yt_med_seg
other muscle	ANATOMY	2a	2a:yt_med_seg
nerve motor	ANATOMY	2a	2a:yt_med_seg
conduction block	CONDITION	2a	2a:yt_med_seg
axonal neuropathy	CONDITION	2a	2a:yt_med_seg
greets	FINDING	2a	2a:yt_med_seg
pud	CONDITION	2a	2a:yt_med_seg
ndh	CONDITION	2a	2a:yt_med_seg
cac	PROCEDURE	2a	2a:yt_med_seg
adria	DRUG	2a	2a:yt_med_seg
simo	DRUG	2a	2a:yt_med_seg
vit	PROCEDURE	2a	2a:yt_med_seg
prv	CONDITION	2a	2a:yt_med_seg
privet	DRUG	2a	2a:yt_med_seg
sequels	CONDITION	2a	2a:yt_med_seg
role playing	PROCEDURE	2a	2a:yt_med_seg
female infant	FINDING	2a	2a:yt_med_seg
ire	ANATOMY	2a	2a:yt_med_seg
quality-of-life	FINDING	2a	2a:yt_med_seg
remarrying	FINDING	2a	2a:yt_med_seg
widows	FINDING	2a	2a:yt_med_seg
roman catholic church	FINDING	2a	2a:yt_med_seg
protect pt rights	PROCEDURE	2a	2a:yt_med_seg
bayle	CONDITION	2a	2a:yt_med_seg
sexual behavior	FINDING	2a	2a:yt_med_seg
bestiality	CONDITION	2a	2a:yt_med_seg
pederasty	CONDITION	2a	2a:yt_med_seg
permissiveness	CONDITION	2a	2a:yt_med_seg
betrothal	FINDING	2a	2a:yt_med_seg
american native	PROCEDURE	2a	2a:yt_med_seg
goldstein	CONDITION	2a	2a:yt_med_seg
gloria	DRUG	2a	2a:yt_med_seg
rembrandt	DRUG	2a	2a:yt_med_seg
in 2nd postgraduate year	FINDING	2a	2a:yt_med_seg
uses educational facilities	FINDING	2a	2a:yt_med_seg
spiritual life	FINDING	2a	2a:yt_med_seg
disease congenital	CONDITION	2a	2a:yt_med_seg
systemic diseases	CONDITION	2a	2a:yt_med_seg
hypoplasia	CONDITION	2a	2a:yt_med_seg
fear of needles	CONDITION	2a	2a:yt_med_seg
needle fear	CONDITION	2a	2a:yt_med_seg
ckd stage 4	CONDITION	2a	2a:yt_med_seg
av graft	PROCEDURE	2a	2a:yt_med_seg
right internal jugular	ANATOMY	2a	2a:yt_med_seg
basilic vein transposition	PROCEDURE	2a	2a:yt_med_seg
systemic change	FINDING	2a	2a:yt_med_seg
community of practice	PROCEDURE	2a	2a:yt_med_seg
cryopreservation	PROCEDURE	2a	2a:yt_med_seg
icsi	PROCEDURE	2a	2a:yt_med_seg
ovulation induction	PROCEDURE	2a	2a:yt_med_seg
ovarian follicles	ANATOMY	2a	2a:yt_med_seg
fertilization in vitro	PROCEDURE	2a	2a:yt_med_seg
embryo transfer	PROCEDURE	2a	2a:yt_med_seg
techniques, in vitro	PROCEDURE	2a	2a:yt_med_seg
sperm counts	PROCEDURE	2a	2a:yt_med_seg
co-culture	PROCEDURE	2a	2a:yt_med_seg
advanced maternal age	FINDING	2a	2a:yt_med_seg
cgh	CONDITION	2a	2a:yt_med_seg
pregnancy termination	PROCEDURE	2a	2a:yt_med_seg
reproduction techniques	PROCEDURE	2a	2a:yt_med_seg
replacement therapy	PROCEDURE	2a	2a:yt_med_seg
fallopian tube obstruction	CONDITION	2a	2a:yt_med_seg
vas deferens obstruction	CONDITION	2a	2a:yt_med_seg
reproductive surgery	PROCEDURE	2a	2a:yt_med_seg
vasectomy	PROCEDURE	2a	2a:yt_med_seg
sperm retrieval	PROCEDURE	2a	2a:yt_med_seg
vas deferens	ANATOMY	2a	2a:yt_med_seg
epididymis	CONDITION	2a	2a:yt_med_seg
chromosomal disorders	CONDITION	2a	2a:yt_med_seg
heterotopic pregnancy	CONDITION	2a	2a:yt_med_seg
ferritin	DRUG	2a	2a:yt_med_seg
sperm count	PROCEDURE	2a	2a:yt_med_seg
ovarian stimulation	PROCEDURE	2a	2a:yt_med_seg
childhood cancer	CONDITION	2a	2a:yt_med_seg
personal problems	FINDING	2a	2a:yt_med_seg
fertility investigations	PROCEDURE	2a	2a:yt_med_seg
hysterosalpingogram	PROCEDURE	2a	2a:yt_med_seg
surrogate mother	FINDING	2a	2a:yt_med_seg
sterilization procedure	PROCEDURE	2a	2a:yt_med_seg
reversal of sterilization	FINDING	2a	2a:yt_med_seg
blocked fallopian tubes	CONDITION	2a	2a:yt_med_seg
national health insurance	PROCEDURE	2a	2a:yt_med_seg
embryo transfers	PROCEDURE	2a	2a:yt_med_seg
repro	CONDITION	2a	2a:yt_med_seg
diethylstilbestrol	DRUG	2a	2a:yt_med_seg
referral reason	FINDING	2a	2a:yt_med_seg
genomic test	LAB_RESULT	2a	2a:yt_med_seg
vascular skin disorder	CONDITION	2a	2a:yt_med_seg
glm	CONDITION	2a	2a:yt_med_seg
position 64:	FINDING	2a	2a:yt_med_seg
uncertain significance	FINDING	2a	2a:yt_med_seg
cacna1c pathogenic variant	FINDING	2a	2a:yt_med_seg
reference sequence	FINDING	2a	2a:yt_med_seg
atg	DRUG	2a	2a:yt_med_seg
scn1a gene	PROCEDURE	2a	2a:yt_med_seg
dna studies	PROCEDURE	2a	2a:yt_med_seg
genetics service	PROCEDURE	2a	2a:yt_med_seg
cascade testing	PROCEDURE	2a	2a:yt_med_seg
epor pathogenic variant	FINDING	2a	2a:yt_med_seg
covered test	PROCEDURE	2a	2a:yt_med_seg
bioenergetics	PROCEDURE	2a	2a:yt_med_seg
undereating	FINDING	2a	2a:yt_med_seg
pyruvate	PROCEDURE	2a	2a:yt_med_seg
oral glucose tolerance test	PROCEDURE	2a	2a:yt_med_seg
increased ldl	FINDING	2a	2a:yt_med_seg
nadh	DRUG	2a	2a:yt_med_seg
ubiquinone-o	DRUG	2a	2a:yt_med_seg
vitamin b17	DRUG	2a	2a:yt_med_seg
not fasting	FINDING	2a	2a:yt_med_seg
fear of bacteria	CONDITION	2a	2a:yt_med_seg
endotoxemia	CONDITION	2a	2a:yt_med_seg
oregano oil	DRUG	2a	2a:yt_med_seg
thyme	DRUG	2a	2a:yt_med_seg
sucrose	DRUG	2a	2a:yt_med_seg
lactose	DRUG	2a	2a:yt_med_seg
low fodmap diet	PROCEDURE	2a	2a:yt_med_seg
sibo	CONDITION	2a	2a:yt_med_seg
watermelon	DRUG	2a	2a:yt_med_seg
nectarine	DRUG	2a	2a:yt_med_seg
pomegranate	DRUG	2a	2a:yt_med_seg
maple syrup	DRUG	2a	2a:yt_med_seg
high carbohydrate diet	PROCEDURE	2a	2a:yt_med_seg
oregano	DRUG	2a	2a:yt_med_seg
iodine uptake	PROCEDURE	2a	2a:yt_med_seg
metabolic function	FINDING	2a	2a:yt_med_seg
cel	CONDITION	2a	2a:yt_med_seg
coq10	DRUG	2a	2a:yt_med_seg
oxygen uptake	FINDING	2a	2a:yt_med_seg
fish oils	DRUG	2a	2a:yt_med_seg
fish oil products	DRUG	2a	2a:yt_med_seg
lif	DRUG	2a	2a:yt_med_seg
boasting	FINDING	2a	2a:yt_med_seg
citrated	PROCEDURE	2a	2a:yt_med_seg
high calcium	FINDING	2a	2a:yt_med_seg
calcium levels	PROCEDURE	2a	2a:yt_med_seg
sodium intake	FINDING	2a	2a:yt_med_seg
low calcium	FINDING	2a	2a:yt_med_seg
lack of vitamins	CONDITION	2a	2a:yt_med_seg
increasing vitamins	FINDING	2a	2a:yt_med_seg
paleo diet	FINDING	2a	2a:yt_med_seg
coral calcium	DRUG	2a	2a:yt_med_seg
lactases	DRUG	2a	2a:yt_med_seg
cim	CONDITION	2a	2a:yt_med_seg
rda	CONDITION	2a	2a:yt_med_seg
fibulas	ANATOMY	2a	2a:yt_med_seg
boric	DRUG	2a	2a:yt_med_seg
client state	FINDING	2a	2a:yt_med_seg
good education	FINDING	2a	2a:yt_med_seg
cerebra	ANATOMY	2a	2a:yt_med_seg
vers	DRUG	2a	2a:yt_med_seg
tidies house	FINDING	2a	2a:yt_med_seg
mm 159	DRUG	2a	2a:yt_med_seg
indebtedness	FINDING	2a	2a:yt_med_seg
ferratab	DRUG	2a	2a:yt_med_seg
hemin	DRUG	2a	2a:yt_med_seg
gavage	PROCEDURE	2a	2a:yt_med_seg
vocalis	ANATOMY	2a	2a:yt_med_seg
castor	DRUG	2a	2a:yt_med_seg
zucchini	DRUG	2a	2a:yt_med_seg
paprika	DRUG	2a	2a:yt_med_seg
blush	SYMPTOM	2a	2a:yt_med_seg
chemotherapeutic agent	DRUG	2a	2a:yt_med_seg
palliative chemotherapy	PROCEDURE	2a	2a:yt_med_seg
hormonal therapy	PROCEDURE	2a	2a:yt_med_seg
local therapy	PROCEDURE	2a	2a:yt_med_seg
effects of chemotherapy	CONDITION	2a	2a:yt_med_seg
mucositis	CONDITION	2a	2a:yt_med_seg
alopecia	CONDITION	2a	2a:yt_med_seg
overactivity	FINDING	2a	2a:yt_med_seg
rheumatoid arthritis systemic	CONDITION	2a	2a:yt_med_seg
palliates	PROCEDURE	2a	2a:yt_med_seg
type of chemotherapy	PROCEDURE	2a	2a:yt_med_seg
surgery radiation	PROCEDURE	2a	2a:yt_med_seg
consolidation chemotherapy	PROCEDURE	2a	2a:yt_med_seg
combination chemotherapy	PROCEDURE	2a	2a:yt_med_seg
induction chemotherapy	PROCEDURE	2a	2a:yt_med_seg
tumor load	PROCEDURE	2a	2a:yt_med_seg
