term	category	first_tier	first_source
apneic	SYMPTOM	2a	2a:yt_med_seg
pressure in chest	SYMPTOM	2a	2a:yt_med_seg
outward appearance	SYMPTOM	2a	2a:yt_med_seg
cancer cachexia	SYMPTOM	2a	2a:yt_med_seg
nausea vomiting and diarrhea	SYMPTOM	2a	2a:yt_med_seg
altered taste	SYMPTOM	2a	2a:yt_med_seg
tingling of extremities	SYMPTOM	2a	2a:yt_med_seg
refractory nausea and vomiting	SYMPTOM	2a	2a:yt_med_seg
purulent sputum	SYMPTOM	2a	2a:yt_med_seg
signet ring sign	SYMPTOM	2a	2a:yt_med_seg
cardiovascular problem	SYMPTOM	2a	2a:yt_med_seg
pain referring	SYMPTOM	2a	2a:yt_med_seg
fecal soiling	SYMPTOM	2a	2a:yt_med_seg
inadequate lubrication	SYMPTOM	2a	2a:yt_med_seg
oppositional behavior	SYMPTOM	2a	2a:yt_med_seg
pain chronic	SYMPTOM	2a	2a:yt_med_seg
eye manifestation	SYMPTOM	2a	2a:yt_med_seg
heart burn	SYMPTOM	2a	2a:yt_med_seg
arthralgias	SYMPTOM	2a	2a:yt_med_seg
vomiting and nausea	SYMPTOM	2a	2a:yt_med_seg
irregular bleeding	SYMPTOM	2a	2a:yt_med_seg
visceral pain	SYMPTOM	2a	2a:yt_med_seg
somatic pain	SYMPTOM	2a	2a:yt_med_seg
preictal state	SYMPTOM	2a	2a:yt_med_seg
eyestrain	SYMPTOM	2a	2a:yt_med_seg
vagina discomfort	SYMPTOM	2a	2a:yt_med_seg
pain vagina	SYMPTOM	2a	2a:yt_med_seg
eye roll	SYMPTOM	2a	2a:yt_med_seg
physical suffering	SYMPTOM	2a	2a:yt_med_seg
alcohol hangover	SYMPTOM	2a	2a:yt_med_seg
peri menopausal	SYMPTOM	2a	2a:yt_med_seg
dental pain	SYMPTOM	2a	2a:yt_med_seg
large stools	SYMPTOM	2a	2a:yt_med_seg
problem symptoms	SYMPTOM	2a	2a:yt_med_seg
spinal pain	SYMPTOM	2a	2a:yt_med_seg
pain in spine	SYMPTOM	2a	2a:yt_med_seg
general sign qualifications	SYMPTOM	2a	2a:yt_med_seg
agitate	SYMPTOM	2a	2a:yt_med_seg
whooping	SYMPTOM	2a	2a:yt_med_seg
swelling around eyes	SYMPTOM	2a	2a:yt_med_seg
mcburney's point	SYMPTOM	2a	2a:yt_med_seg
obturator sign	SYMPTOM	2a	2a:yt_med_seg
murphy sign	SYMPTOM	2a	2a:yt_med_seg
whimper	SYMPTOM	2a	2a:yt_med_seg
peri-menopausal	SYMPTOM	2a	2a:yt_med_seg
schizophrenia-like symptoms	SYMPTOM	2a	2a:yt_med_seg
changes in libido	SYMPTOM	2a	2a:yt_med_seg
feeling of despair	SYMPTOM	2a	2a:yt_med_seg
flapping tremor	SYMPTOM	2a	2a:yt_med_seg
asterixis	SYMPTOM	2a	2a:yt_med_seg
tonic-clonic seizures	SYMPTOM	2a	2a:yt_med_seg
tenderness joint	SYMPTOM	2a	2a:yt_med_seg
convulsion	SYMPTOM	2a	2a:yt_med_seg
muscle twitching	SYMPTOM	2a	2a:yt_med_seg
eye rolling	SYMPTOM	2a	2a:yt_med_seg
fatigue symptoms	SYMPTOM	2a	2a:yt_med_seg
loss of interest or pleasure	SYMPTOM	2a	2a:yt_med_seg
knee symptoms	SYMPTOM	2a	2a:yt_med_seg
abdominal bruits	SYMPTOM	2a	2a:yt_med_seg
dystonia	SYMPTOM	2a	2a:yt_med_seg
bingeing	SYMPTOM	2a	2a:yt_med_seg
whispered pectoriloquy	SYMPTOM	2a	2a:yt_med_seg
anterior shoulder pain	SYMPTOM	2a	2a:yt_med_seg
oversleeping	SYMPTOM	2a	2a:yt_med_seg
labored breathing	SYMPTOM	2a	2a:yt_med_seg
feeling like giving up	SYMPTOM	2a	2a:yt_med_seg
nasal flaring	SYMPTOM	2a	2a:yt_med_seg
coughing dry	SYMPTOM	2a	2a:yt_med_seg
jitteriness	SYMPTOM	2a	2a:yt_med_seg
erythematous eruption	SYMPTOM	2a	2a:yt_med_seg
muscle cramping	SYMPTOM	2a	2a:yt_med_seg
somatic symptoms	SYMPTOM	2a	2a:yt_med_seg
muscular rigidity	SYMPTOM	2a	2a:yt_med_seg
rest tremor	SYMPTOM	2a	2a:yt_med_seg
fatiguability	SYMPTOM	2a	2a:yt_med_seg
fainting attacks	SYMPTOM	2a	2a:yt_med_seg
sudden loss of vision	SYMPTOM	2a	2a:yt_med_seg
erythematous rash	SYMPTOM	2a	2a:yt_med_seg
tight band round head	SYMPTOM	2a	2a:yt_med_seg
coughing fever	SYMPTOM	2a	2a:yt_med_seg
head pressure	SYMPTOM	2a	2a:yt_med_seg
urinary tract pain	SYMPTOM	2a	2a:yt_med_seg
charley horse	SYMPTOM	2a	2a:yt_med_seg
unable to urinate	SYMPTOM	2a	2a:yt_med_seg
head posture	SYMPTOM	2a	2a:yt_med_seg
pain back	SYMPTOM	2a	2a:yt_med_seg
dizzying	SYMPTOM	2a	2a:yt_med_seg
gut symptoms	SYMPTOM	2a	2a:yt_med_seg
ached	SYMPTOM	2a	2a:yt_med_seg
post-op pain	SYMPTOM	2a	2a:yt_med_seg
skin dryness	SYMPTOM	2a	2a:yt_med_seg
welts	SYMPTOM	2a	2a:yt_med_seg
nasal drip	SYMPTOM	2a	2a:yt_med_seg
crowning	SYMPTOM	2a	2a:yt_med_seg
eye dryness	SYMPTOM	2a	2a:yt_med_seg
sore back	SYMPTOM	2a	2a:yt_med_seg
vomit intractable	SYMPTOM	2a	2a:yt_med_seg
memory impairment	SYMPTOM	2a	2a:yt_med_seg
motor disturbances	SYMPTOM	2a	2a:yt_med_seg
rebound insomnia	SYMPTOM	2a	2a:yt_med_seg
farts	SYMPTOM	2a	2a:yt_med_seg
back aches	SYMPTOM	2a	2a:yt_med_seg
medically unexplained symptoms	SYMPTOM	2a	2a:yt_med_seg
altered bowel habits	SYMPTOM	2a	2a:yt_med_seg
flushing of face	SYMPTOM	2a	2a:yt_med_seg
foaming at mouth	SYMPTOM	2a	2a:yt_med_seg
skin bumps	SYMPTOM	2a	2a:yt_med_seg
feel loss	SYMPTOM	2a	2a:yt_med_seg
psychosomatic symptoms	SYMPTOM	2a	2a:yt_med_seg
teeth chatter	SYMPTOM	2a	2a:yt_med_seg
unbearable pain	SYMPTOM	2a	2a:yt_med_seg
inability to pass gas	SYMPTOM	2a	2a:yt_med_seg
cva tenderness	SYMPTOM	2a	2a:yt_med_seg
blood in stools	SYMPTOM	2a	2a:yt_med_seg
diarrhea symptoms	SYMPTOM	2a	2a:yt_med_seg
bowel spasm	SYMPTOM	2a	2a:yt_med_seg
deep pain	SYMPTOM	2a	2a:yt_med_seg
harshness	SYMPTOM	2a	2a:yt_med_seg
general problem	SYMPTOM	2a	2a:yt_med_seg
pain in heart	SYMPTOM	2a	2a:yt_med_seg
motor manifestations	SYMPTOM	2a	2a:yt_med_seg
extreme thirst	SYMPTOM	2a	2a:yt_med_seg
adipsia	SYMPTOM	2a	2a:yt_med_seg
seizure, multiple types	SYMPTOM	2a	2a:yt_med_seg
abdominal cramping	SYMPTOM	2a	2a:yt_med_seg
skin tenting	SYMPTOM	2a	2a:yt_med_seg
syphilitic chancre	SYMPTOM	2a	2a:yt_med_seg
chancre	SYMPTOM	2a	2a:yt_med_seg
stomach swelling	SYMPTOM	2a	2a:yt_med_seg
gastrointestinal signs and symptoms	SYMPTOM	2a	2a:yt_med_seg
apneusis	SYMPTOM	2a	2a:yt_med_seg
trembled	SYMPTOM	2a	2a:yt_med_seg
eyes bloodshot	SYMPTOM	2a	2a:yt_med_seg
diarrhoea and vomiting	SYMPTOM	2a	2a:yt_med_seg
verbal tics	SYMPTOM	2a	2a:yt_med_seg
different sensation	SYMPTOM	2a	2a:yt_med_seg
left arm pain	SYMPTOM	2a	2a:yt_med_seg
feels unwell	SYMPTOM	2a	2a:yt_med_seg
homan's sign	SYMPTOM	2a	2a:yt_med_seg
sinus swelling	SYMPTOM	2a	2a:yt_med_seg
gastric pain	SYMPTOM	2a	2a:yt_med_seg
farting	SYMPTOM	2a	2a:yt_med_seg
tendency to fall	SYMPTOM	2a	2a:yt_med_seg
visceral obesity	SYMPTOM	2a	2a:yt_med_seg
muscle spasticity	SYMPTOM	2a	2a:yt_med_seg
feeling of warmth	SYMPTOM	2a	2a:yt_med_seg
excessive daytime sleepiness	SYMPTOM	2a	2a:yt_med_seg
nervous system symptoms	SYMPTOM	2a	2a:yt_med_seg
food hunger	SYMPTOM	2a	2a:yt_med_seg
nervous system symptom	SYMPTOM	2a	2a:yt_med_seg
tremble	SYMPTOM	2a	2a:yt_med_seg
proximal weakness	SYMPTOM	2a	2a:yt_med_seg
renal colic	SYMPTOM	2a	2a:yt_med_seg
burning micturition	SYMPTOM	2a	2a:yt_med_seg
lower abdomen pain	SYMPTOM	2a	2a:yt_med_seg
painful ejaculation	SYMPTOM	2a	2a:yt_med_seg
stomachaches	SYMPTOM	2a	2a:yt_med_seg
pulmonary symptoms	SYMPTOM	2a	2a:yt_med_seg
git symptoms	SYMPTOM	2a	2a:yt_med_seg
transplant pain	SYMPTOM	2a	2a:yt_med_seg
gummas	SYMPTOM	2a	2a:yt_med_seg
primary syphilis	SYMPTOM	2a	2a:yt_med_seg
migratory arthralgia	SYMPTOM	2a	2a:yt_med_seg
localized rash	SYMPTOM	2a	2a:yt_med_seg
generalized weakness	SYMPTOM	2a	2a:yt_med_seg
unable to focus	SYMPTOM	2a	2a:yt_med_seg
drop attacks	SYMPTOM	2a	2a:yt_med_seg
stupor	SYMPTOM	2a	2a:yt_med_seg
pain referred	SYMPTOM	2a	2a:yt_med_seg
salty taste	SYMPTOM	2a	2a:yt_med_seg
respiratory signs and symptoms	SYMPTOM	2a	2a:yt_med_seg
sensitive lips	SYMPTOM	2a	2a:yt_med_seg
respiratory distress acute	SYMPTOM	2a	2a:yt_med_seg
skin anesthesia	SYMPTOM	2a	2a:yt_med_seg
ears popping	SYMPTOM	2a	2a:yt_med_seg
neurobehavioral manifestations	SYMPTOM	2a	2a:yt_med_seg
tooth pain	SYMPTOM	2a	2a:yt_med_seg
heat intolerance	SYMPTOM	2a	2a:yt_med_seg
cold intolerance	SYMPTOM	2a	2a:yt_med_seg
faints	SYMPTOM	2a	2a:yt_med_seg
skin blush	SYMPTOM	2a	2a:yt_med_seg
heavy tired	SYMPTOM	2a	2a:yt_med_seg
aches back	SYMPTOM	2a	2a:yt_med_seg
cog wheel rigidity	SYMPTOM	2a	2a:yt_med_seg
resting tremors	SYMPTOM	2a	2a:yt_med_seg
proud flesh	SYMPTOM	2a	2a:yt_med_seg
post-surgical pain	SYMPTOM	2a	2a:yt_med_seg
occurrence of diarrhea	SYMPTOM	2a	2a:yt_med_seg
agitates	SYMPTOM	2a	2a:yt_med_seg
tender skin	SYMPTOM	2a	2a:yt_med_seg
pins needles	SYMPTOM	2a	2a:yt_med_seg
energy decreased	SYMPTOM	2a	2a:yt_med_seg
bulging fontanelles	SYMPTOM	2a	2a:yt_med_seg
pressure head	SYMPTOM	2a	2a:yt_med_seg
other hypersomnia	SYMPTOM	2a	2a:yt_med_seg
sleep paralysis	SYMPTOM	2a	2a:yt_med_seg
emaciated	SYMPTOM	2a	2a:yt_med_seg
eye twitching	SYMPTOM	2a	2a:yt_med_seg
vesicular breath sounds	SYMPTOM	3a	3a:syn_dict
urinary hesitancy	SYMPTOM	3a	3a:syn_dict
hyperesthesia	SYMPTOM	3a	3a:syn_dict
acute respiratory distress	SYMPTOM	3a	3a:syn_dict
cervical pain	SYMPTOM	3a	3a:syn_dict
b symptoms	SYMPTOM	3a	3a:syn_dict
recurrence of symptoms	SYMPTOM	3a	3a:syn_dict
dyspnea on exertion	SYMPTOM	3a	3a:syn_dict
thoracic pain	SYMPTOM	3a	3a:syn_dict
lower abdominal discomfort	SYMPTOM	3a	3a:syn_dict
progressive confusion	SYMPTOM	3a	3a:syn_dict
myalgias	SYMPTOM	3a	3a:syn_dict
nausea without vomiting	SYMPTOM	3a	3a:syn_dict
tactile fremitus	SYMPTOM	3a	3a:syn_dict
general malaise	SYMPTOM	3a	3a:syn_dict
hematochezia	SYMPTOM	3a	3a:syn_dict
right testicular pain	SYMPTOM	3a	3a:syn_dict
osteoarticular pain	SYMPTOM	3a	3a:syn_dict
lip cyanosis	SYMPTOM	3a	3a:syn_dict
platypnea	SYMPTOM	3a	3a:syn_dict
dentition poor	SYMPTOM	3a	3a:syn_dict
meningismus	SYMPTOM	3a	3a:syn_dict
subjective fever	SYMPTOM	3a	3a:syn_dict
presyncope	SYMPTOM	3a	3a:syn_dict
purulent rhinorrhea	SYMPTOM	3a	3a:syn_dict
finger tingling	SYMPTOM	3a	3a:syn_dict
decreased strength	SYMPTOM	3a	3a:syn_dict
exertional angina	SYMPTOM	3a	3a:syn_dict
generalized erythema	SYMPTOM	3a	3a:syn_dict
acute dyspnea	SYMPTOM	3a	3a:syn_dict
tenesmus	SYMPTOM	3a	3a:syn_dict
left flank tenderness	SYMPTOM	3a	3a:syn_dict
syncopal episodes	SYMPTOM	3a	3a:syn_dict
neck pain on left	SYMPTOM	3a	3a:syn_dict
eyelid swelling	SYMPTOM	3a	3a:syn_dict
sacroiliac joint pain	SYMPTOM	3a	3a:syn_dict
nocturnal pruritus	SYMPTOM	3a	3a:syn_dict
ruq pain	SYMPTOM	3a	3a:syn_dict
extremity swelling	SYMPTOM	3a	3a:syn_dict
right upper quadrant abdominal pain	SYMPTOM	3a	3a:syn_dict
expiratory wheezes	SYMPTOM	3a	3a:syn_dict
torticollis	SYMPTOM	3a	3a:syn_dict
rotatory vertigo	SYMPTOM	3a	3a:syn_dict
feels feverish	SYMPTOM	3a	3a:syn_dict
halo sign	SYMPTOM	3a	3a:syn_dict
ocular pain	SYMPTOM	3a	3a:syn_dict
photophobia in left eye	SYMPTOM	3a	3a:syn_dict
left eye pain	SYMPTOM	3a	3a:syn_dict
symptoms psychiatric	SYMPTOM	3a	3a:syn_dict
pain in left elbow	SYMPTOM	3a	3a:syn_dict
flaccid paralysis	SYMPTOM	3a	3a:syn_dict
pain neck	SYMPTOM	3a	3a:syn_dict
right knee pain	SYMPTOM	3a	3a:syn_dict
murphy's sign negative	SYMPTOM	3a	3a:syn_dict
refusal to bear weight	SYMPTOM	3a	3a:syn_dict
postural tremor	SYMPTOM	3a	3a:syn_dict
bilateral facial pain	SYMPTOM	3a	3a:syn_dict
cachectic	SYMPTOM	3a	3a:syn_dict
intermittent vomiting	SYMPTOM	3a	3a:syn_dict
ideas of reference	SYMPTOM	3a	3a:syn_dict
orchialgia	SYMPTOM	3a	3a:syn_dict
exertional dyspnea	SYMPTOM	3a	3a:syn_dict
homans sign	SYMPTOM	3a	3a:syn_dict
skin warm	SYMPTOM	3a	3a:syn_dict
suprapubic tenderness	SYMPTOM	3a	3a:syn_dict
icteric	SYMPTOM	3a	3a:syn_dict
substernal chest pain	SYMPTOM	3a	3a:syn_dict
shoulder soreness	SYMPTOM	3a	3a:syn_dict
generalized fatigue	SYMPTOM	3a	3a:syn_dict
generalized myalgia	SYMPTOM	3a	3a:syn_dict
distress abdominal	SYMPTOM	3a	3a:syn_dict
nonproductive cough	SYMPTOM	3a	3a:syn_dict
musculoskeletal chest pain	SYMPTOM	3a	3a:syn_dict
radiating pain	SYMPTOM	3a	3a:syn_dict
left upper extremity weakness	SYMPTOM	3a	3a:syn_dict
atypical chest pain	SYMPTOM	3a	3a:syn_dict
intermittent diarrhea	SYMPTOM	3a	3a:syn_dict
inguinal pain	SYMPTOM	3a	3a:syn_dict
burping	SYMPTOM	3a	3a:syn_dict
recurrent headaches	SYMPTOM	3a	3a:syn_dict
fasciculations	SYMPTOM	3a	3a:syn_dict
pleuritic pain	SYMPTOM	3a	3a:syn_dict
transient neurological symptoms	SYMPTOM	3a	3a:syn_dict
chest pain radiating	SYMPTOM	3a	3a:syn_dict
anterior neck pain	SYMPTOM	3a	3a:syn_dict
back tenderness	SYMPTOM	3a	3a:syn_dict
expiratory wheeze	SYMPTOM	3a	3a:syn_dict
sudden onset abdominal pain	SYMPTOM	3a	3a:syn_dict
eye findings	SYMPTOM	3a	3a:syn_dict
acute vision loss	SYMPTOM	3a	3a:syn_dict
acute headache	SYMPTOM	3a	3a:syn_dict
intermittent headaches	SYMPTOM	3a	3a:syn_dict
syncopal episode	SYMPTOM	3a	3a:syn_dict
acute mental status changes	SYMPTOM	3a	3a:syn_dict
tongue pain	SYMPTOM	3a	3a:syn_dict
aphonia	SYMPTOM	3a	3a:syn_dict
cyanosis of lips	SYMPTOM	3a	3a:syn_dict
scrotal swelling	SYMPTOM	3a	3a:syn_dict
tetraparesis	SYMPTOM	3a	3a:syn_dict
dull abdominal pain	SYMPTOM	3a	3a:syn_dict
prostatism	SYMPTOM	3a	3a:syn_dict
chronic abdominal pain	SYMPTOM	3a	3a:syn_dict
persistent headache	SYMPTOM	3a	3a:syn_dict
horizontal diplopia	SYMPTOM	3a	3a:syn_dict
spinning sensation	SYMPTOM	3a	3a:syn_dict
odontalgia	SYMPTOM	3a	3a:syn_dict
severe low back pain	SYMPTOM	3a	3a:syn_dict
cushingoid	SYMPTOM	3a	3a:syn_dict
lumbar pain	SYMPTOM	3a	3a:syn_dict
perineal pain	SYMPTOM	3a	3a:syn_dict
oral blistering	SYMPTOM	3a	3a:syn_dict
parkinsonian tremor	SYMPTOM	3a	3a:syn_dict
heliotrope rash	SYMPTOM	3a	3a:syn_dict
painful paresthesia	SYMPTOM	3a	3a:syn_dict
hypogastric pain	SYMPTOM	3a	3a:syn_dict
abdominal ascites	SYMPTOM	3a	3a:syn_dict
right leg pain	SYMPTOM	3a	3a:syn_dict
central chest pain	SYMPTOM	3a	3a:syn_dict
amputation stump pain	SYMPTOM	3a	3a:syn_dict
stump pain	SYMPTOM	3a	3a:syn_dict
lymph node swelling	SYMPTOM	3a	3a:syn_dict
pain worsens	SYMPTOM	3a	3a:syn_dict
unilateral leg swelling	SYMPTOM	3a	3a:syn_dict
ent symptoms	SYMPTOM	3a	3a:syn_dict
lower urinary tract symptoms	SYMPTOM	3a	3a:syn_dict
terminal dribbling	SYMPTOM	3a	3a:syn_dict
pseudoathetosis	SYMPTOM	3a	3a:syn_dict
romberg test	SYMPTOM	3a	3a:syn_dict
sudden onset of abdominal pain	SYMPTOM	3a	3a:syn_dict
prostration	SYMPTOM	3a	3a:syn_dict
back pain with radiation	SYMPTOM	3a	3a:syn_dict
tuberculous chancre	SYMPTOM	3a	3a:syn_dict
action tremor	SYMPTOM	3a	3a:syn_dict
luts	SYMPTOM	3a	3a:syn_dict
feeling of malaise	SYMPTOM	3a	3a:syn_dict
crampy abdominal pain	SYMPTOM	3a	3a:syn_dict
mobility limitations	SYMPTOM	3a	3a:syn_dict
suprapubic pain	SYMPTOM	3a	3a:syn_dict
rectal tenesmus	SYMPTOM	3a	3a:syn_dict
worsening dysphagia	SYMPTOM	3a	3a:syn_dict
difficulty defecating	SYMPTOM	3a	3a:syn_dict
extrapyramidal symptoms	SYMPTOM	3a	3a:syn_dict
umbilical pain	SYMPTOM	3a	3a:syn_dict
lumbar mass	SYMPTOM	3a	3a:syn_dict
ascending paralysis	SYMPTOM	3a	3a:syn_dict
abnormal breathing	SYMPTOM	3a	3a:syn_dict
right flank tenderness	SYMPTOM	3a	3a:syn_dict
cervical motion tenderness	SYMPTOM	3a	3a:syn_dict
inspiratory stridor	SYMPTOM	3a	3a:syn_dict
facial numbness	SYMPTOM	3a	3a:syn_dict
adenitis	SYMPTOM	3a	3a:syn_dict
severe vertigo	SYMPTOM	3a	3a:syn_dict
alternating diarrhea and constipation	SYMPTOM	3a	3a:syn_dict
hand numbness	SYMPTOM	3a	3a:syn_dict
pelvic discomfort	SYMPTOM	3a	3a:syn_dict
projectile vomiting	SYMPTOM	3a	3a:syn_dict
contact bleeding	SYMPTOM	3a	3a:syn_dict
pain in left foot	SYMPTOM	3a	3a:syn_dict
pain symptoms	SYMPTOM	3a	3a:syn_dict
decrease in energy	SYMPTOM	3a	3a:syn_dict
constitutional syndrome	SYMPTOM	3a	3a:syn_dict
cervicalgia	SYMPTOM	3a	3a:syn_dict
puffy facies	SYMPTOM	3a	3a:syn_dict
scalp tenderness	SYMPTOM	3a	3a:syn_dict
peripheral swelling	SYMPTOM	3a	3a:syn_dict
chest wall pain	SYMPTOM	3a	3a:syn_dict
pneumatosis intestinalis	SYMPTOM	3a	3a:syn_dict
functional abdominal pain	SYMPTOM	3a	3a:syn_dict
intermittent anal pain	SYMPTOM	3a	3a:syn_dict
pain in upper extremities	SYMPTOM	3a	3a:syn_dict
respiratory difficulty	SYMPTOM	3a	3a:syn_dict
upper chest pain	SYMPTOM	3a	3a:syn_dict
migratory pain	SYMPTOM	3a	3a:syn_dict
right ear pain	SYMPTOM	3a	3a:syn_dict
abdominal fullness	SYMPTOM	3a	3a:syn_dict
marked restlessness	SYMPTOM	3a	3a:syn_dict
lumbosciatica	SYMPTOM	3a	3a:syn_dict
bilateral knee pain	SYMPTOM	3a	3a:syn_dict
hyperemesis	SYMPTOM	3a	3a:syn_dict
perianal discomfort	SYMPTOM	3a	3a:syn_dict
mechanical pain	SYMPTOM	3a	3a:syn_dict
lower extremity paresthesias	SYMPTOM	3a	3a:syn_dict
inguinal mass	SYMPTOM	3a	3a:syn_dict
lumbosciatalgia	SYMPTOM	3a	3a:syn_dict
abdominal pain localized	SYMPTOM	3a	3a:syn_dict
metamorphopsia	SYMPTOM	3a	3a:syn_dict
numbness of face	SYMPTOM	3a	3a:syn_dict
burning sensation during urination	SYMPTOM	3a	3a:syn_dict
appetite decreased	SYMPTOM	3a	3a:syn_dict
scapular pain	SYMPTOM	3a	3a:syn_dict
passing flatus	SYMPTOM	3a	3a:syn_dict
musculoskeletal symptoms	SYMPTOM	3a	3a:syn_dict
pain increased	SYMPTOM	3a	3a:syn_dict
oral discomfort	SYMPTOM	3a	3a:syn_dict
expiratory wheezing	SYMPTOM	3a	3a:syn_dict
bladder spasms	SYMPTOM	3a	3a:syn_dict
acute urinary retention	SYMPTOM	3a	3a:syn_dict
weak stream	SYMPTOM	3a	3a:syn_dict
intermittent cough	SYMPTOM	3a	3a:syn_dict
refractory abdominal pain	SYMPTOM	3a	3a:syn_dict
motor tics	SYMPTOM	3a	3a:syn_dict
epigastric tenderness	SYMPTOM	3a	3a:syn_dict
postprandial vomiting	SYMPTOM	3a	3a:syn_dict
osler's nodes	SYMPTOM	3a	3a:syn_dict
amaurosis fugax	SYMPTOM	3a	3a:syn_dict
throat discomfort	SYMPTOM	3a	3a:syn_dict
portal venous gas	SYMPTOM	3a	3a:syn_dict
persistent dry cough	SYMPTOM	3a	3a:syn_dict
chronic dysphagia	SYMPTOM	3a	3a:syn_dict
severe ear pain	SYMPTOM	3a	3a:syn_dict
generalized pain	SYMPTOM	3a	3a:syn_dict
hypergranulation	SYMPTOM	3a	3a:syn_dict
left eye symptoms	SYMPTOM	3a	3a:syn_dict
ocular discomfort	SYMPTOM	3a	3a:syn_dict
numbness of left lower lip	SYMPTOM	3a	3a:syn_dict
finger pain	SYMPTOM	3a	3a:syn_dict
petechia	SYMPTOM	3a	3a:syn_dict
head turned to right	SYMPTOM	3a	3a:syn_dict
cervical dystonia	SYMPTOM	3a	3a:syn_dict
disorient	SYMPTOM	3a	3a:syn_dict
oral manifestations	SYMPTOM	3a	3a:syn_dict
lower extremity pain new	SYMPTOM	3a	3a:syn_dict
mydriasis	SYMPTOM	3a	3a:syn_dict
intermittent fever	SYMPTOM	3a	3a:syn_dict
other skin changes	SYMPTOM	3a	3a:syn_dict
multiple complaints	SYMPTOM	3a	3a:syn_dict
distal paresthesias	SYMPTOM	3a	3a:syn_dict
left testicular pain	SYMPTOM	3a	3a:syn_dict
poor dentition	SYMPTOM	3a	3a:syn_dict
epigastric abdominal pain	SYMPTOM	3a	3a:syn_dict
incisional pain	SYMPTOM	3a	3a:syn_dict
thigh mass	SYMPTOM	3a	3a:syn_dict
chronic vertigo	SYMPTOM	3a	3a:syn_dict
recurrent vomiting	SYMPTOM	3a	3a:syn_dict
inspiratory wheeze	SYMPTOM	3a	3a:syn_dict
left ear pain	SYMPTOM	3a	3a:syn_dict
intermittent dizziness	SYMPTOM	3a	3a:syn_dict
peripheral facial paralysis	SYMPTOM	3a	3a:syn_dict
sudden vision loss	SYMPTOM	3a	3a:syn_dict
visual phenomena	SYMPTOM	3a	3a:syn_dict
bilateral flank pain	SYMPTOM	3a	3a:syn_dict
wrist pain	SYMPTOM	3a	3a:syn_dict
photopsia	SYMPTOM	3a	3a:syn_dict
intermittent diplopia	SYMPTOM	3a	3a:syn_dict
upper abdominal pain	SYMPTOM	3a	3a:syn_dict
precordial pain	SYMPTOM	3a	3a:syn_dict
generalized muscle aches	SYMPTOM	3a	3a:syn_dict
spitting up blood	SYMPTOM	3a	3a:syn_dict
nocturnal polyuria	SYMPTOM	3a	3a:syn_dict
bilateral exophthalmos	SYMPTOM	3a	3a:syn_dict
left shoulder pain	SYMPTOM	3a	3a:syn_dict
right eye pain	SYMPTOM	3a	3a:syn_dict
lower extremity numbness	SYMPTOM	3a	3a:syn_dict
burning with urination	SYMPTOM	3a	3a:syn_dict
anal reflex	SYMPTOM	3a	3a:syn_dict
genital discharge	SYMPTOM	3a	3a:syn_dict
tongue discomfort	SYMPTOM	3a	3a:syn_dict
suprapubic abdominal pain	SYMPTOM	3a	3a:syn_dict
temperature intolerance	SYMPTOM	3a	3a:syn_dict
right shoulder pain	SYMPTOM	3a	3a:syn_dict
decreased urinary stream	SYMPTOM	3a	3a:syn_dict
pus drainage	SYMPTOM	3a	3a:syn_dict
sinus drainage	SYMPTOM	3a	3a:syn_dict
generalized muscle weakness	SYMPTOM	3a	3a:syn_dict
periorbital headache	SYMPTOM	3a	3a:syn_dict
extremity tremor	SYMPTOM	3a	3a:syn_dict
change in voice	SYMPTOM	3a	3a:syn_dict
v sign	SYMPTOM	3a	3a:syn_dict
painful lip	SYMPTOM	3a	3a:syn_dict
pupil dilation	SYMPTOM	3a	3a:syn_dict
axillary symptoms	SYMPTOM	3a	3a:syn_dict
left wrist pain	SYMPTOM	3a	3a:syn_dict
diarrhea occurring	SYMPTOM	3a	3a:syn_dict
neurologic signs	SYMPTOM	3a	3a:syn_dict
empty delta sign	SYMPTOM	3a	3a:syn_dict
loud snoring	SYMPTOM	3a	3a:syn_dict
apneas	SYMPTOM	3a	3a:syn_dict
inguinal tenderness	SYMPTOM	3a	3a:syn_dict
truncal ataxia	SYMPTOM	3a	3a:syn_dict
cerebellar sign	SYMPTOM	3a	3a:syn_dict
intractable nausea and vomiting	SYMPTOM	3a	3a:syn_dict
difficulty initiating urination	SYMPTOM	3a	3a:syn_dict
thigh pain	SYMPTOM	3a	3a:syn_dict
extremity numbness	SYMPTOM	3a	3a:syn_dict
kernig's sign	SYMPTOM	3a	3a:syn_dict
hyporexia	SYMPTOM	3a	3a:syn_dict
radicular pain	SYMPTOM	3a	3a:syn_dict
ageusia	SYMPTOM	3a	3a:syn_dict
macular rash	SYMPTOM	3a	3a:syn_dict
hyperresonance	SYMPTOM	3a	3a:syn_dict
generalized pruritus	SYMPTOM	3a	3a:syn_dict
rash fever	SYMPTOM	3a	3a:syn_dict
mouth swelling	SYMPTOM	3a	3a:syn_dict
surgical abdomen	SYMPTOM	3a	3a:syn_dict
peritonism	SYMPTOM	3a	3a:syn_dict
reported chest pain	SYMPTOM	3a	3a:syn_dict
spontaneous pain	SYMPTOM	3a	3a:syn_dict
right arm pain	SYMPTOM	3a	3a:syn_dict
lancinating pain	SYMPTOM	3a	3a:syn_dict
dysdiadochokinesia	SYMPTOM	3a	3a:syn_dict
