term	category	first_tier	first_source
four or more times	FINDING	2a	2a:yt_med_seg
dark brown hair	FINDING	2a	2a:yt_med_seg
near miss	FINDING	2a	2a:yt_med_seg
homes problem	FINDING	2a	2a:yt_med_seg
wbc too numerous to count	FINDING	2a	2a:yt_med_seg
admission diagnosis	FINDING	2a	2a:yt_med_seg
defensiveness	FINDING	2a	2a:yt_med_seg
periapical lesion	FINDING	2a	2a:yt_med_seg
localized mass	FINDING	2a	2a:yt_med_seg
inflammatory infiltrate	FINDING	2a	2a:yt_med_seg
lacunae	FINDING	2a	2a:yt_med_seg
loose teeth	FINDING	2a	2a:yt_med_seg
impaired gag reflex	FINDING	2a	2a:yt_med_seg
oversedation	FINDING	2a	2a:yt_med_seg
does eat	FINDING	2a	2a:yt_med_seg
neglected children	FINDING	2a	2a:yt_med_seg
negative memories	FINDING	2a	2a:yt_med_seg
positive memories	FINDING	2a	2a:yt_med_seg
strongly positive	FINDING	2a	2a:yt_med_seg
small arm	FINDING	2a	2a:yt_med_seg
blue eye	FINDING	2a	2a:yt_med_seg
elevated psa	FINDING	2a	2a:yt_med_seg
biopsy result	FINDING	2a	2a:yt_med_seg
psa level	FINDING	2a	2a:yt_med_seg
firstborn	FINDING	2a	2a:yt_med_seg
died in hospital	FINDING	2a	2a:yt_med_seg
serving in military	FINDING	2a	2a:yt_med_seg
exposure to war	FINDING	2a	2a:yt_med_seg
exposure to combat	FINDING	2a	2a:yt_med_seg
tools use	FINDING	2a	2a:yt_med_seg
tool use	FINDING	2a	2a:yt_med_seg
difference in size	FINDING	2a	2a:yt_med_seg
history of bariatric surgery	FINDING	2a	2a:yt_med_seg
decreased exercise tolerance	FINDING	2a	2a:yt_med_seg
gallbladder disease	FINDING	2a	2a:yt_med_seg
stoma obstruction	FINDING	2a	2a:yt_med_seg
f2 pathogenic variant	FINDING	2a	2a:yt_med_seg
likely benign	FINDING	2a	2a:yt_med_seg
aberrant phenotype	FINDING	2a	2a:yt_med_seg
risk for team communication harm	FINDING	2a	2a:yt_med_seg
makes bed	FINDING	2a	2a:yt_med_seg
regular period	FINDING	2a	2a:yt_med_seg
organic health	FINDING	2a	2a:yt_med_seg
able to squat	FINDING	2a	2a:yt_med_seg
neurologic problem	FINDING	2a	2a:yt_med_seg
vaginal swab	FINDING	2a	2a:yt_med_seg
not too well	FINDING	2a	2a:yt_med_seg
somewhat important	FINDING	2a	2a:yt_med_seg
out of work	FINDING	2a	2a:yt_med_seg
shoe mark	FINDING	2a	2a:yt_med_seg
breathing pattern	FINDING	2a	2a:yt_med_seg
pain distress	FINDING	2a	2a:yt_med_seg
partially achieved	FINDING	2a	2a:yt_med_seg
time since last seizure	FINDING	2a	2a:yt_med_seg
eeg abnormality	FINDING	2a	2a:yt_med_seg
less defined	FINDING	2a	2a:yt_med_seg
gland branching	FINDING	2a	2a:yt_med_seg
neck problem	FINDING	2a	2a:yt_med_seg
outcome of assay	FINDING	2a	2a:yt_med_seg
small impact	FINDING	2a	2a:yt_med_seg
ability to talk	FINDING	2a	2a:yt_med_seg
completely sure	FINDING	2a	2a:yt_med_seg
inappropriate shock	FINDING	2a	2a:yt_med_seg
not quite so much	FINDING	2a	2a:yt_med_seg
nail problems	FINDING	2a	2a:yt_med_seg
torment	FINDING	2a	2a:yt_med_seg
talks about problem	FINDING	2a	2a:yt_med_seg
white iris	FINDING	2a	2a:yt_med_seg
n1c	FINDING	2a	2a:yt_med_seg
burst suppression	FINDING	2a	2a:yt_med_seg
deep anesthesia	FINDING	2a	2a:yt_med_seg
hormone resistance	FINDING	2a	2a:yt_med_seg
bacterial and viral infections	FINDING	2a	2a:yt_med_seg
posture appropriate for age	FINDING	2a	2a:yt_med_seg
worried well	FINDING	2a	2a:yt_med_seg
250 people	FINDING	2a	2a:yt_med_seg
feeling frustrated	FINDING	2a	2a:yt_med_seg
brain freeze	FINDING	2a	2a:yt_med_seg
hiccup	FINDING	2a	2a:yt_med_seg
fear of losing control	FINDING	2a	2a:yt_med_seg
lack of transportation	FINDING	2a	2a:yt_med_seg
poor social skills	FINDING	2a	2a:yt_med_seg
fatty stool	FINDING	2a	2a:yt_med_seg
thyroid stimulating hormone decreased	FINDING	2a	2a:yt_med_seg
t3 decreased	FINDING	2a	2a:yt_med_seg
t4 decreased	FINDING	2a	2a:yt_med_seg
increased tsh	FINDING	2a	2a:yt_med_seg
decreased tsh	FINDING	2a	2a:yt_med_seg
emg results	FINDING	2a	2a:yt_med_seg
left atrial volume	FINDING	2a	2a:yt_med_seg
barrel chested	FINDING	2a	2a:yt_med_seg
erv	FINDING	2a	2a:yt_med_seg
ph high	FINDING	2a	2a:yt_med_seg
glomerular filtration rate increased	FINDING	2a	2a:yt_med_seg
ability to relax	FINDING	2a	2a:yt_med_seg
iris configuration	FINDING	2a	2a:yt_med_seg
early repolarization	FINDING	2a	2a:yt_med_seg
duration of menstrual cycle	FINDING	2a	2a:yt_med_seg
testing position	FINDING	2a	2a:yt_med_seg
comfortable clothing	FINDING	2a	2a:yt_med_seg
lipid deposition	FINDING	2a	2a:yt_med_seg
death in adolescence	FINDING	2a	2a:yt_med_seg
high ldl	FINDING	2a	2a:yt_med_seg
lipoprotein increased	FINDING	2a	2a:yt_med_seg
premature cardiovascular disease	FINDING	2a	2a:yt_med_seg
clinical cure	FINDING	2a	2a:yt_med_seg
stroke volume index	FINDING	2a	2a:yt_med_seg
completely disagree	FINDING	2a	2a:yt_med_seg
raises head	FINDING	2a	2a:yt_med_seg
buying drugs	FINDING	2a	2a:yt_med_seg
sense of helplessness	FINDING	2a	2a:yt_med_seg
difficulty in school	FINDING	2a	2a:yt_med_seg
employment history	FINDING	2a	2a:yt_med_seg
abundant hair	FINDING	2a	2a:yt_med_seg
field 1	FINDING	2a	2a:yt_med_seg
field 2	FINDING	2a	2a:yt_med_seg
accessibility to services	FINDING	2a	2a:yt_med_seg
polysubstance	FINDING	2a	2a:yt_med_seg
caffeine intake	FINDING	2a	2a:yt_med_seg
two or more times	FINDING	2a	2a:yt_med_seg
prescription drug misuse	FINDING	2a	2a:yt_med_seg
walking on flat ground	FINDING	2a	2a:yt_med_seg
paradoxical chest movement	FINDING	2a	2a:yt_med_seg
normal thorax	FINDING	2a	2a:yt_med_seg
skin pigment	FINDING	2a	2a:yt_med_seg
drug-drug	FINDING	2a	2a:yt_med_seg
lack of efficacy	FINDING	2a	2a:yt_med_seg
lives in assisted living facility	FINDING	2a	2a:yt_med_seg
difficulty in defecating	FINDING	2a	2a:yt_med_seg
straining at stool	FINDING	2a	2a:yt_med_seg
using bedpan	FINDING	2a	2a:yt_med_seg
normal stools	FINDING	2a	2a:yt_med_seg
normal stool	FINDING	2a	2a:yt_med_seg
incomplete defecation	FINDING	2a	2a:yt_med_seg
hard stools	FINDING	2a	2a:yt_med_seg
unplanned pregnancy	FINDING	2a	2a:yt_med_seg
ready for discharge	FINDING	2a	2a:yt_med_seg
graying hair	FINDING	2a	2a:yt_med_seg
grey hair	FINDING	2a	2a:yt_med_seg
born in portugal	FINDING	2a	2a:yt_med_seg
no support	FINDING	2a	2a:yt_med_seg
small stature	FINDING	2a	2a:yt_med_seg
small stool	FINDING	2a	2a:yt_med_seg
not disabled	FINDING	2a	2a:yt_med_seg
foot drops	FINDING	2a	2a:yt_med_seg
spine problem	FINDING	2a	2a:yt_med_seg
widow's peak	FINDING	2a	2a:yt_med_seg
plays social games	FINDING	2a	2a:yt_med_seg
yellow teeth	FINDING	2a	2a:yt_med_seg
cured disease	FINDING	2a	2a:yt_med_seg
suicidal tendency	FINDING	2a	2a:yt_med_seg
treatment status	FINDING	2a	2a:yt_med_seg
ecstatic	FINDING	2a	2a:yt_med_seg
results studies	FINDING	2a	2a:yt_med_seg
age-appropriate expectations	FINDING	2a	2a:yt_med_seg
absence of disease	FINDING	2a	2a:yt_med_seg
9 or less	FINDING	2a	2a:yt_med_seg
pinched nose	FINDING	2a	2a:yt_med_seg
no bacteria found	FINDING	2a	2a:yt_med_seg
financial problem	FINDING	2a	2a:yt_med_seg
round face	FINDING	2a	2a:yt_med_seg
abnormal amount	FINDING	2a	2a:yt_med_seg
disease rates	FINDING	2a	2a:yt_med_seg
negative test results	FINDING	2a	2a:yt_med_seg
psychosocial effects	FINDING	2a	2a:yt_med_seg
pendular	FINDING	2a	2a:yt_med_seg
limited hip rotation	FINDING	2a	2a:yt_med_seg
giving up work	FINDING	2a	2a:yt_med_seg
sexually abused as child	FINDING	2a	2a:yt_med_seg
permission granted	FINDING	2a	2a:yt_med_seg
very troubled	FINDING	2a	2a:yt_med_seg
hyperinflated lungs	FINDING	2a	2a:yt_med_seg
ingrown toenails	FINDING	2a	2a:yt_med_seg
angry outbursts	FINDING	2a	2a:yt_med_seg
disease risks	FINDING	2a	2a:yt_med_seg
born in cameroon	FINDING	2a	2a:yt_med_seg
currently deployed	FINDING	2a	2a:yt_med_seg
absent great toe	FINDING	2a	2a:yt_med_seg
blood pressure change	FINDING	2a	2a:yt_med_seg
ketonuria	FINDING	2a	2a:yt_med_seg
enlarged heart	FINDING	2a	2a:yt_med_seg
plant based diet	FINDING	2a	2a:yt_med_seg
neurofibroma architecture	FINDING	2a	2a:yt_med_seg
hla allele match	FINDING	2a	2a:yt_med_seg
communication ability	FINDING	2a	2a:yt_med_seg
unconscious states	FINDING	2a	2a:yt_med_seg
playing volleyball	FINDING	2a	2a:yt_med_seg
problem resolved	FINDING	2a	2a:yt_med_seg
ice skating	FINDING	2a	2a:yt_med_seg
contact pressure	FINDING	2a	2a:yt_med_seg
patellar instability	FINDING	2a	2a:yt_med_seg
father dead	FINDING	2a	2a:yt_med_seg
mutation frequency	FINDING	2a	2a:yt_med_seg
refractory disease	FINDING	2a	2a:yt_med_seg
cancer predisposition	FINDING	2a	2a:yt_med_seg
rhabdo1	FINDING	2a	2a:yt_med_seg
lives in hospital	FINDING	2a	2a:yt_med_seg
god only knows	FINDING	2a	2a:yt_med_seg
very slow growing	FINDING	2a	2a:yt_med_seg
positive murphy sign	FINDING	2a	2a:yt_med_seg
murphy's sign	FINDING	2a	2a:yt_med_seg
shifting dullness	FINDING	2a	2a:yt_med_seg
exposure to toxins	FINDING	2a	2a:yt_med_seg
irregular heart rate	FINDING	2a	2a:yt_med_seg
level of anxiety	FINDING	2a	2a:yt_med_seg
anticipatory anxiety	FINDING	2a	2a:yt_med_seg
vestibular dysfunction	FINDING	2a	2a:yt_med_seg
elderly parent	FINDING	2a	2a:yt_med_seg
head extended	FINDING	2a	2a:yt_med_seg
bone fragility	FINDING	2a	2a:yt_med_seg
chinese diet	FINDING	2a	2a:yt_med_seg
platelet response	FINDING	2a	2a:yt_med_seg
carrier state	FINDING	2a	2a:yt_med_seg
cerebral lesion	FINDING	2a	2a:yt_med_seg
pten deficiency	FINDING	2a	2a:yt_med_seg
reduced activity	FINDING	2a	2a:yt_med_seg
carer not readily available	FINDING	2a	2a:yt_med_seg
thyroid nodule	FINDING	2a	2a:yt_med_seg
family history of thyroid cancer	FINDING	2a	2a:yt_med_seg
depression severity	FINDING	2a	2a:yt_med_seg
moderate effect	FINDING	2a	2a:yt_med_seg
status by literacy	FINDING	2a	2a:yt_med_seg
grief resolution	FINDING	2a	2a:yt_med_seg
purposelessness	FINDING	2a	2a:yt_med_seg
major developmental milestones	FINDING	2a	2a:yt_med_seg
pt elevated	FINDING	2a	2a:yt_med_seg
desire to be alone	FINDING	2a	2a:yt_med_seg
dependent on others	FINDING	2a	2a:yt_med_seg
regretful	FINDING	2a	2a:yt_med_seg
pain tolerance	FINDING	2a	2a:yt_med_seg
loss of faith	FINDING	2a	2a:yt_med_seg
loss of child	FINDING	2a	2a:yt_med_seg
divorcing	FINDING	2a	2a:yt_med_seg
partial deafness	FINDING	2a	2a:yt_med_seg
children living	FINDING	2a	2a:yt_med_seg
developing parenting skills	FINDING	2a	2a:yt_med_seg
peak inspiratory flow rate	FINDING	2a	2a:yt_med_seg
rarely or never	FINDING	2a	2a:yt_med_seg
not assessed	FINDING	2a	2a:yt_med_seg
additional therapy	FINDING	2a	2a:yt_med_seg
reason for transfer	FINDING	2a	2a:yt_med_seg
neurological defect	FINDING	2a	2a:yt_med_seg
renal failure may occur	FINDING	2a	2a:yt_med_seg
skin pallor	FINDING	2a	2a:yt_med_seg
fluid volume excess risk	FINDING	2a	2a:yt_med_seg
nursing diagnoses	FINDING	2a	2a:yt_med_seg
speech disorder	FINDING	2a	2a:yt_med_seg
used inappropriately	FINDING	2a	2a:yt_med_seg
one bedroom	FINDING	2a	2a:yt_med_seg
milk intolerance	FINDING	2a	2a:yt_med_seg
able to steer	FINDING	2a	2a:yt_med_seg
receding hairline	FINDING	2a	2a:yt_med_seg
healthy animal	FINDING	2a	2a:yt_med_seg
unprovoked seizures	FINDING	2a	2a:yt_med_seg
myoclonic jerk	FINDING	2a	2a:yt_med_seg
incontinent of urine	FINDING	2a	2a:yt_med_seg
importance of medication adherence	FINDING	2a	2a:yt_med_seg
patent airway	FINDING	2a	2a:yt_med_seg
trouble at school	FINDING	2a	2a:yt_med_seg
stand alone	FINDING	2a	2a:yt_med_seg
playing softball	FINDING	2a	2a:yt_med_seg
low self esteem	FINDING	2a	2a:yt_med_seg
appropriate self disclosure	FINDING	2a	2a:yt_med_seg
sample obtained	FINDING	2a	2a:yt_med_seg
low t cells	FINDING	2a	2a:yt_med_seg
speech and language delay	FINDING	2a	2a:yt_med_seg
facial grimace	FINDING	2a	2a:yt_med_seg
patient in room	FINDING	2a	2a:yt_med_seg
vision impaired	FINDING	2a	2a:yt_med_seg
delayed language development	FINDING	2a	2a:yt_med_seg
physical neglect	FINDING	2a	2a:yt_med_seg
always eating	FINDING	2a	2a:yt_med_seg
normal growth and development	FINDING	2a	2a:yt_med_seg
ability to suck	FINDING	2a	2a:yt_med_seg
babinski	FINDING	2a	2a:yt_med_seg
abnormal reflex	FINDING	2a	2a:yt_med_seg
positive babinski response	FINDING	2a	2a:yt_med_seg
sweating decreased	FINDING	2a	2a:yt_med_seg
altered performance role	FINDING	2a	2a:yt_med_seg
neurological status	FINDING	2a	2a:yt_med_seg
inappropriate words	FINDING	2a	2a:yt_med_seg
jugular vein distension	FINDING	2a	2a:yt_med_seg
difficulty balancing	FINDING	2a	2a:yt_med_seg
emotion dysregulation	FINDING	2a	2a:yt_med_seg
commercial determinants of health	FINDING	2a	2a:yt_med_seg
resettlement options	FINDING	2a	2a:yt_med_seg
previously married	FINDING	2a	2a:yt_med_seg
slow vital capacity	FINDING	2a	2a:yt_med_seg
family medical history	FINDING	2a	2a:yt_med_seg
erect standing posture	FINDING	2a	2a:yt_med_seg
worse supine	FINDING	2a	2a:yt_med_seg
full lips	FINDING	2a	2a:yt_med_seg
tight skin	FINDING	2a	2a:yt_med_seg
jowling	FINDING	2a	2a:yt_med_seg
changes position	FINDING	2a	2a:yt_med_seg
merge data	FINDING	2a	2a:yt_med_seg
end-expiratory pressure	FINDING	2a	2a:yt_med_seg
frailties	FINDING	2a	2a:yt_med_seg
short telomeres	FINDING	2a	2a:yt_med_seg
elongated telomeres	FINDING	2a	2a:yt_med_seg
increased apoptosis	FINDING	2a	2a:yt_med_seg
long telomeres	FINDING	2a	2a:yt_med_seg
unstable self-image	FINDING	2a	2a:yt_med_seg
feeling of emptiness	FINDING	2a	2a:yt_med_seg
work worries	FINDING	2a	2a:yt_med_seg
shape of abdomen	FINDING	2a	2a:yt_med_seg
funny episode	FINDING	2a	2a:yt_med_seg
anonymous donor	FINDING	2a	2a:yt_med_seg
6 - extremely attentive	FINDING	2a	2a:yt_med_seg
awakes	FINDING	2a	2a:yt_med_seg
ultrarapid metabolizer	FINDING	2a	2a:yt_med_seg
stomach food	FINDING	2a	2a:yt_med_seg
lipidemia	FINDING	2a	2a:yt_med_seg
gcy	FINDING	2a	2a:yt_med_seg
pigeon toe	FINDING	2a	2a:yt_med_seg
slow learner	FINDING	2a	2a:yt_med_seg
sense smell	FINDING	2a	2a:yt_med_seg
level of neuroticism	FINDING	2a	2a:yt_med_seg
feeling alienated	FINDING	2a	2a:yt_med_seg
ability to communicate thoughts	FINDING	2a	2a:yt_med_seg
euphoric sociability	FINDING	2a	2a:yt_med_seg
emotional expressiveness	FINDING	2a	2a:yt_med_seg
victimizes other people	FINDING	2a	2a:yt_med_seg
interpersonal difficulties	FINDING	2a	2a:yt_med_seg
negative life events	FINDING	2a	2a:yt_med_seg
shoulder instability	FINDING	2a	2a:yt_med_seg
surgical failure	FINDING	2a	2a:yt_med_seg
first cousins	FINDING	2a	2a:yt_med_seg
racial difference	FINDING	2a	2a:yt_med_seg
functional incontinence	FINDING	2a	2a:yt_med_seg
overflow incontinence	FINDING	2a	2a:yt_med_seg
urge incontinence	FINDING	2a	2a:yt_med_seg
history of procedure	FINDING	2a	2a:yt_med_seg
cluttered environment	FINDING	2a	2a:yt_med_seg
stigmata	FINDING	2a	2a:yt_med_seg
financial insecurity	FINDING	2a	2a:yt_med_seg
financially secure	FINDING	2a	2a:yt_med_seg
patient problem	FINDING	2a	2a:yt_med_seg
born in switzerland	FINDING	2a	2a:yt_med_seg
abnormal airflow	FINDING	2a	2a:yt_med_seg
finds new	FINDING	2a	2a:yt_med_seg
eligible for medicaid	FINDING	2a	2a:yt_med_seg
marital problems	FINDING	2a	2a:yt_med_seg
family dna	FINDING	2a	2a:yt_med_seg
spiritual crisis	FINDING	2a	2a:yt_med_seg
lacking motivation	FINDING	2a	2a:yt_med_seg
acceptance of limitations	FINDING	2a	2a:yt_med_seg
drinks occasionally	FINDING	2a	2a:yt_med_seg
not confused	FINDING	2a	2a:yt_med_seg
woolly hair	FINDING	2a	2a:yt_med_seg
family history of intellectual disability	FINDING	2a	2a:yt_med_seg
loose anagen hair	FINDING	2a	2a:yt_med_seg
shoc2 pathogenic variant	FINDING	2a	2a:yt_med_seg
hfe pathogenic variant	FINDING	2a	2a:yt_med_seg
decreased mental alertness	FINDING	2a	2a:yt_med_seg
call postponed	FINDING	2a	2a:yt_med_seg
large kidney	FINDING	2a	2a:yt_med_seg
partial methylation	FINDING	2a	2a:yt_med_seg
history of psychological trauma	FINDING	2a	2a:yt_med_seg
physical isolation	FINDING	2a	2a:yt_med_seg
sense of isolation	FINDING	2a	2a:yt_med_seg
signs and symptoms of asthma	FINDING	2a	2a:yt_med_seg
diminished lung sounds	FINDING	2a	2a:yt_med_seg
retractions	FINDING	2a	2a:yt_med_seg
frequent exacerbations	FINDING	2a	2a:yt_med_seg
alive and well	FINDING	2a	2a:yt_med_seg
was consent	FINDING	2a	2a:yt_med_seg
very highly positive	FINDING	2a	2a:yt_med_seg
child abuse and neglect	FINDING	2a	2a:yt_med_seg
no action taken	FINDING	2a	2a:yt_med_seg
speech problem	FINDING	2a	2a:yt_med_seg
stop codon mutation	FINDING	2a	2a:yt_med_seg
ptgis benign variant	FINDING	2a	2a:yt_med_seg
anxiety associated	FINDING	2a	2a:yt_med_seg
money problems	FINDING	2a	2a:yt_med_seg
parenting problems	FINDING	2a	2a:yt_med_seg
job status	FINDING	2a	2a:yt_med_seg
tooth present	FINDING	2a	2a:yt_med_seg
maculopapular erythema	FINDING	2a	2a:yt_med_seg
joint problem	FINDING	2a	2a:yt_med_seg
fluid volume deficit	FINDING	2a	2a:yt_med_seg
decreased blood pressure	FINDING	2a	2a:yt_med_seg
moist crackles	FINDING	2a	2a:yt_med_seg
medication 3	FINDING	2a	2a:yt_med_seg
dribble	FINDING	2a	2a:yt_med_seg
family history of glaucoma	FINDING	2a	2a:yt_med_seg
peripheral vision loss	FINDING	2a	2a:yt_med_seg
low; income	FINDING	2a	2a:yt_med_seg
increased calcium	FINDING	2a	2a:yt_med_seg
autonomic symptoms	FINDING	2a	2a:yt_med_seg
performing activities of daily living	FINDING	2a	2a:yt_med_seg
loss of dopaminergic neurons	FINDING	2a	2a:yt_med_seg
neurologic manifestations	FINDING	2a	2a:yt_med_seg
clinical heterogeneity	FINDING	2a	2a:yt_med_seg
neurologic deterioration	FINDING	2a	2a:yt_med_seg
neurologic involvement	FINDING	2a	2a:yt_med_seg
horizontal saccades	FINDING	2a	2a:yt_med_seg
wave slowing	FINDING	2a	2a:yt_med_seg
slowed horizontal saccades	FINDING	2a	2a:yt_med_seg
masked facies	FINDING	2a	2a:yt_med_seg
family history of parkinson disease	FINDING	2a	2a:yt_med_seg
expansion of chest	FINDING	2a	2a:yt_med_seg
anti-musk antibodies	FINDING	2a	2a:yt_med_seg
tachycardias	FINDING	2a	2a:yt_med_seg
genotype-phenotype associations	FINDING	2a	2a:yt_med_seg
risk factors for cardiovascular disease	FINDING	2a	2a:yt_med_seg
poor witness	FINDING	2a	2a:yt_med_seg
risk for suicide	FINDING	2a	2a:yt_med_seg
impaired health	FINDING	2a	2a:yt_med_seg
physical health issues	FINDING	2a	2a:yt_med_seg
throat clearing	FINDING	2a	2a:yt_med_seg
frequent diarrhea	FINDING	2a	2a:yt_med_seg
very great impact	FINDING	2a	2a:yt_med_seg
changing job	FINDING	2a	2a:yt_med_seg
maintains focus	FINDING	2a	2a:yt_med_seg
most recent episode	FINDING	2a	2a:yt_med_seg
salt retention	FINDING	2a	2a:yt_med_seg
undetermined significance	FINDING	2a	2a:yt_med_seg
mutation frequencies	FINDING	2a	2a:yt_med_seg
specific treatment regimen	FINDING	2a	2a:yt_med_seg
braf v600v	FINDING	2a	2a:yt_med_seg
foggy vision	FINDING	2a	2a:yt_med_seg
seedy	FINDING	2a	2a:yt_med_seg
severely limited	FINDING	2a	2a:yt_med_seg
failure to deploy	FINDING	2a	2a:yt_med_seg
environmental problem	FINDING	2a	2a:yt_med_seg
sit stand	FINDING	2a	2a:yt_med_seg
undisciplined	FINDING	2a	2a:yt_med_seg
unknown age	FINDING	2a	2a:yt_med_seg
bilateral conjunctival hyperemia	FINDING	2a	2a:yt_med_seg
seen by ophthalmologist	FINDING	2a	2a:yt_med_seg
not collected	FINDING	2a	2a:yt_med_seg
piles sentinel	FINDING	2a	2a:yt_med_seg
<30 min	FINDING	2a	2a:yt_med_seg
retirement communities	FINDING	2a	2a:yt_med_seg
family health histories	FINDING	2a	2a:yt_med_seg
birth live	FINDING	2a	2a:yt_med_seg
intramural plaque	FINDING	2a	2a:yt_med_seg
not to be done	FINDING	2a	2a:yt_med_seg
monitoring problem	FINDING	2a	2a:yt_med_seg
dietary counseling	FINDING	2a	2a:yt_med_seg
lives in orphanage	FINDING	2a	2a:yt_med_seg
spontaneous vaginal	FINDING	2a	2a:yt_med_seg
hair dry	FINDING	2a	2a:yt_med_seg
income status	FINDING	2a	2a:yt_med_seg
responds to sound	FINDING	2a	2a:yt_med_seg
child sexual exploitation	FINDING	2a	2a:yt_med_seg
supplementary benefit	FINDING	2a	2a:yt_med_seg
career problem	FINDING	2a	2a:yt_med_seg
problem with children	FINDING	2a	2a:yt_med_seg
young offender	FINDING	2a	2a:yt_med_seg
social immaturity	FINDING	2a	2a:yt_med_seg
low intelligence	FINDING	2a	2a:yt_med_seg
housing lack	FINDING	2a	2a:yt_med_seg
nonsyndromic sensorineural hearing loss	FINDING	2a	2a:yt_med_seg
perceived benefit	FINDING	2a	2a:yt_med_seg
hobos	FINDING	2a	2a:yt_med_seg
ability to articulate	FINDING	2a	2a:yt_med_seg
court-ordered	FINDING	2a	2a:yt_med_seg
living in homeless shelter	FINDING	2a	2a:yt_med_seg
being bullied	FINDING	2a	2a:yt_med_seg
victim of bullying	FINDING	2a	2a:yt_med_seg
parents got divorced	FINDING	2a	2a:yt_med_seg
dirty hands	FINDING	2a	2a:yt_med_seg
low fever	FINDING	2a	2a:yt_med_seg
picky eater	FINDING	2a	2a:yt_med_seg
cholinesterase normal	FINDING	2a	2a:yt_med_seg
increased height	FINDING	2a	2a:yt_med_seg
slow acetylator phenotype	FINDING	2a	2a:yt_med_seg
using benzodiazepines	FINDING	2a	2a:yt_med_seg
svr	FINDING	2a	2a:yt_med_seg
normal or increased	FINDING	2a	2a:yt_med_seg
additional level	FINDING	2a	2a:yt_med_seg
ventilatory support	FINDING	2a	2a:yt_med_seg
green urine	FINDING	2a	2a:yt_med_seg
uncoupling of mitochondrial oxidative phosphorylation	FINDING	2a	2a:yt_med_seg
physically or sexually abused	FINDING	2a	2a:yt_med_seg
mouth swab	FINDING	2a	2a:yt_med_seg
wheelchair-bound	FINDING	2a	2a:yt_med_seg
x-linked recessive inheritance	FINDING	2a	2a:yt_med_seg
high creatine kinase	FINDING	2a	2a:yt_med_seg
degeneration and regeneration	FINDING	2a	2a:yt_med_seg
disease prognosis	FINDING	2a	2a:yt_med_seg
weakness of hands	FINDING	2a	2a:yt_med_seg
axonal degeneration	FINDING	2a	2a:yt_med_seg
disease family	FINDING	2a	2a:yt_med_seg
all 3	FINDING	2a	2a:yt_med_seg
jerking movements	FINDING	2a	2a:yt_med_seg
jerky movements	FINDING	2a	2a:yt_med_seg
loss of coordination	FINDING	2a	2a:yt_med_seg
high suicide risk	FINDING	2a	2a:yt_med_seg
deformity of right foot	FINDING	2a	2a:yt_med_seg
difficulty throwing	FINDING	2a	2a:yt_med_seg
transverse smile	FINDING	2a	2a:yt_med_seg
spastic paresis	FINDING	2a	2a:yt_med_seg
fhs	FINDING	2a	2a:yt_med_seg
intense eye contact	FINDING	2a	2a:yt_med_seg
right side only	FINDING	2a	2a:yt_med_seg
risk for vte	FINDING	2a	2a:yt_med_seg
mpi	FINDING	2a	2a:yt_med_seg
responsible party	FINDING	2a	2a:yt_med_seg
risk for fall	FINDING	2a	2a:yt_med_seg
time awake	FINDING	2a	2a:yt_med_seg
poor posture	FINDING	2a	2a:yt_med_seg
limps	FINDING	2a	2a:yt_med_seg
smoke more cigarettes	FINDING	2a	2a:yt_med_seg
force-feeding	FINDING	2a	2a:yt_med_seg
head turn	FINDING	2a	2a:yt_med_seg
unable to respond	FINDING	2a	2a:yt_med_seg
motion of elbow	FINDING	2a	2a:yt_med_seg
motion of wrist	FINDING	2a	2a:yt_med_seg
effects of caffeine use	FINDING	2a	2a:yt_med_seg
normal blood glucose	FINDING	2a	2a:yt_med_seg
swollen tonsils	FINDING	2a	2a:yt_med_seg
social and communication problems	FINDING	2a	2a:yt_med_seg
head tilted	FINDING	2a	2a:yt_med_seg
wants to stop smoking	FINDING	2a	2a:yt_med_seg
feeling proud	FINDING	2a	2a:yt_med_seg
skin tight	FINDING	2a	2a:yt_med_seg
exactly true	FINDING	2a	2a:yt_med_seg
history of loss	FINDING	2a	2a:yt_med_seg
extremely unlikely	FINDING	2a	2a:yt_med_seg
abnormal ultrasounds	FINDING	2a	2a:yt_med_seg
abnormal results	FINDING	2a	2a:yt_med_seg
normal pregnancies	FINDING	2a	2a:yt_med_seg
maternal cell contamination	FINDING	2a	2a:yt_med_seg
normal karyotype	FINDING	2a	2a:yt_med_seg
procedure-related	FINDING	2a	2a:yt_med_seg
negative automatic thoughts	FINDING	2a	2a:yt_med_seg
patient walked out	FINDING	2a	2a:yt_med_seg
radiological equipment type	FINDING	2a	2a:yt_med_seg
sensory disability	FINDING	2a	2a:yt_med_seg
educational levels	FINDING	2a	2a:yt_med_seg
scr	FINDING	2a	2a:yt_med_seg
phenotypic variation	FINDING	2a	2a:yt_med_seg
oppressive thoughts	FINDING	2a	2a:yt_med_seg
importance of social relationships	FINDING	2a	2a:yt_med_seg
suspicious behaviour	FINDING	2a	2a:yt_med_seg
decreased productivity	FINDING	2a	2a:yt_med_seg
sodium high	FINDING	2a	2a:yt_med_seg
physical surroundings	FINDING	2a	2a:yt_med_seg
prophylactic antibiotic	FINDING	2a	2a:yt_med_seg
treatment burden	FINDING	2a	2a:yt_med_seg
does communicate	FINDING	2a	2a:yt_med_seg
violent event	FINDING	2a	2a:yt_med_seg
history of substance abuse	FINDING	2a	2a:yt_med_seg
