dataset	file_id	pattern	ref_words	parakeet_words	medasr_words	medasr_correct
figshare-osce	RES0012	NUMERIC	um so yeah so for right now well start we can start by doing some blood work first i do a physical exam of course and then from there we would kind of do some blood work to see if your white blood cell count is high and then we can do a chest xray to see if there is like a consolidation if theres pneumonia or you know or or anything viral um do you have any questionsanything that you wanted to add that i missed i dont think i dont think so um yeah i just hope i can get feeling better hope its not anything serious like i i think yeah i just hope its like i hope like you said its like i got like an infection or something and it will just be gone soon yeah yeah it does sound like it from the timeline like you started coughing two days ago and then the difficulty breathing or shortness of breath also two days ago and then the chest pain just seems like its from you coughing a lot it can do that yeah ok yeah yeah ok so i guess we will see you at our follow up and after all of these investigations are done		uh echo uh so we yea so for right now we will start we can start by doing some blood work first i do a physical exam of course uh and then from there we would uh kind of do some blood work uh to see if your white blood cell count is high uh and then we can do a chest x-ray to see if there is like a consolidation if there is pneumonia or you know uh or or anything viral uh do you have any questions anything that you wanted to add that i missed echo think i don't think so uh echo yeah just i think get is feeling better i hope it is not anything serious like i think yeah i just spoke with like i hope like you that is like it go like an infection is something just bek gone so yeah yeah it goes sound like it from the timeline like he started coughing two days ago uh and then difficulty breathing or shortness of breath uh also two days ago and then the chest pain just seems like it is from you coughing a lot ohun do that yeah unintelligible yeah yeah okay so i guess we will see you at our followup uh after all of these investigations are done	1
figshare-osce	RES0013	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0013	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0013	NEGATION_FLIP	werent	weren't	weren'th	1
figshare-osce	RES0013	NUMERIC	1	one	one	0
figshare-osce	RES0013	NUMERIC	10	ten	to 10	1
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	i	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	doesnt its	doesn't it's		unalignable
figshare-osce	RES0013	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	no			unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont i dont	didn't want to	want to	1
figshare-osce	RES0013	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	wasnt	wasn't	it was'	1
figshare-osce	RES0013	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0013	NEGATION_FLIP	havent	haven't	have'	1
figshare-osce	RES0013	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0013	NEGATION_FLIP	dont	don't	not	0
figshare-osce	RES0013	NEGATION_FLIP	doesnt	doesn't	not	0
figshare-osce	RES0013	NEGATION_FLIP	dont	don't	not	0
figshare-osce	RES0013	NEGATION_FLIP	werent	weren't	not	0
figshare-osce	RES0013	NUMERIC	and then other things could be like copbecause you which is a chronic obstructive pulmonary disease because you have been smoking since college and thats basically just inflammation in your lungs that causes your airways to narrow and so you may have a hard time breathing so for all of these things we first start by doing some blood work and then well do some imaging like a chest xray and a pulmonary function test if indicated and so that will give us a better idea of what you have and how we can best help you sounds good yeah yeah i just really want to get a good breath so yeah whatever we can do yeah for sure and then in the meantime well keep monitoring you to make sure your vitals are ok and if we need to give you oxygen we will thatd be great ok thank you		and then other things could be like copd because you which is uh chronic obstructive pulmonary disease because you have been smoking since college uh and that is basically just uh inflammation in your lungs that causes your airway to narrow uh and so you may have a hard time breathing uh so for all of these things we first start by doing some blood work and then we will uh do some imaging like a chest x-ray and a pulmonary function test if indicated and so that will give us a better idea of what you have and how we can best help you justally want to get a good breath so it whatver can do yeah for sure and then in the meantime we will uh keep him on it and you to make sure your vitals are okay and if we need to give you oxygen we will unintelligible okay thk you	1
figshare-osce	RES0014	NEGATION_FLIP	cant	can't	canot	1
figshare-osce	RES0014	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0014	NUMERIC	10 10	ten ten	one to 10 10 being the worst	0
figshare-osce	RES0014	NUMERIC	8	eight		unalignable
figshare-osce	RES0014	NUMERIC	3	three		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont its	don't it's		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no			unalignable
figshare-osce	RES0014	NEGATION_FLIP	no ok	nope okay		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	uh	no		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no			unalignable
figshare-osce	RES0014	NEGATION_FLIP	nope	no		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	movement no	movements nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	nothing			unalignable
figshare-osce	RES0014	NEGATION_FLIP	uh	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	not	or		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0014	NEGATION_FLIP	no ive	nope i've		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0014	NEGATION_FLIP	uh not really just maybe like the normal amount like if im running around too much i feel shortness of breath but i think it just got worse over the last few months ok and then have you ever had any imaging done in the past like a chest xray or investigations like a pulmonary function test no i dont recall having any of that done ok alright well those are all the questions i had for you if you didnt have anything else to add i guess we will conclude by saying that what you have we have a differential diagnosis for this um it sounds like what you have is asthma since your symptoms started three months ago when you moved into a flat with your friends and it seems like this smoking and cold is triggering that and so well work you up with a pulmonary function test to start and well see if bronchodilators will help with your symptoms and if it doesnt well also rule out other things like pneumonia or like allergic rhinitis how does that sound yeah that sounds good ok sounds great well well see you soon then alright thank you take care you too		got worse over the last ye more okay and then has you ever had any imaging done in the past like a chest x-ray or investigations like a pulmonary function test no i don knowellig okay alright w those are all the questions i had for you if you don't have anything else to add i guess we will conclude by uh saying that what you have uh we have a differential diagnosis for this uh it sounds like what you have is asthma uh since your symptoms uh started three months ago when you moved into a flat with your friends and it seems like you mo smoking and cold triggering that uh so we will work you up with uh pulmonary function test to start and we will see if uh uh bronchodilators will help with your symptoms and if it doesn't we will also uh rule out other things like pneumonia or like uh allergic rhinitis uh how to that sounduninellig okay sounds great well we will see you so then thank you ta care	1
figshare-osce	RES0014	NUMERIC	uh not really just maybe like the normal amount like if im running around too much i feel shortness of breath but i think it just got worse over the last few months ok and then have you ever had any imaging done in the past like a chest xray or investigations like a pulmonary function test no i dont recall having any of that done ok alright well those are all the questions i had for you if you didnt have anything else to add i guess we will conclude by saying that what you have we have a differential diagnosis for this um it sounds like what you have is asthma since your symptoms started three months ago when you moved into a flat with your friends and it seems like this smoking and cold is triggering that and so well work you up with a pulmonary function test to start and well see if bronchodilators will help with your symptoms and if it doesnt well also rule out other things like pneumonia or like allergic rhinitis how does that sound yeah that sounds good ok sounds great well well see you soon then alright thank you take care you too		got worse over the last ye more okay and then has you ever had any imaging done in the past like a chest x-ray or investigations like a pulmonary function test no i don knowellig okay alright w those are all the questions i had for you if you don't have anything else to add i guess we will conclude by uh saying that what you have uh we have a differential diagnosis for this uh it sounds like what you have is asthma uh since your symptoms uh started three months ago when you moved into a flat with your friends and it seems like you mo smoking and cold triggering that uh so we will work you up with uh pulmonary function test to start and we will see if uh uh bronchodilators will help with your symptoms and if it doesn't we will also uh rule out other things like pneumonia or like uh allergic rhinitis uh how to that sounduninellig okay sounds great well we will see you so then thank you ta care	1
figshare-osce	RES0015	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0015	NEGATION_FLIP	cant	can't	can't findunle	0
figshare-osce	RES0015	NEGATION_FLIP	nothing		nothing really	1
figshare-osce	RES0015	NEGATION_FLIP	i	don't	don't	0
figshare-osce	RES0015	NEGATION_FLIP	like	don't		unalignable
figshare-osce	RES0015	NUMERIC	10 10 being	ten can be	10 ka	1
figshare-osce	RES0015	NUMERIC	8	eight		unalignable
figshare-osce	RES0015	NEGATION_FLIP	no	nope	sore throat no	1
figshare-osce	RES0015	NEGATION_FLIP	no	nope	eye pain no changes in your vision	1
figshare-osce	RES0015	NEGATION_FLIP	havent	haven't	h i'	1
figshare-osce	RES0015	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	i	don't	wheezing uh no i i	0
figshare-osce	RES0015	NEGATION_FLIP	i	don't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	no	nope	iness fatingell meical condition	0
figshare-osce	RES0015	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0015	NEGATION_FLIP	no its	nope it's		unalignable
figshare-osce	RES0015	NEGATION_FLIP	no ok	nope okay		unalignable
figshare-osce	RES0015	NEGATION_FLIP	couldnt	couldn't	could not	0
figshare-osce	RES0015	NEGATION_FLIP	and	didn't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0015	NUMERIC	5	five		unalignable
figshare-osce	RES0015	NUMERIC	10	ten		unalignable
figshare-osce	RES0015	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	hadnt	hadn't		unalignable
figshare-osce	RES0015	NEGATION_FLIP	so yeah this is just like my first time visiting a doctor in this country and like i was just very scared that it might be something serious so just wanted to know what it can be yeah for sure so the first thing we want to rule out is tb because you have recently moved to canada from a country where it is i believe it is endemic so and some of your most of your symptoms fit with tb and how it presents so we just want to make sure its not that because it is highly infectious and and we dont want it to spread so we can do like a afb smear or i think they have other diagnostic work up for that too so well do that first if not we can check to see if its like another another typical pneumonia we can do a chest x ray for that as well if both of those turn out to be negatives then well have to work you up further for other things like copor lung cancer how does that sound that sounds good thank you		so youa this is just like my first time visiting a doctor in this country andunintelligible might be something uh serious so just wanted to know what it can be yah for sure so the first thing we want to rule out is tb uh because you have recently moved to candida from uh a country where it is i believe is it it is endemic uh so and some of your most of your symptoms fit with tb and how it presents so we just want to make sure it is not that because it is highly infectious and uh we do not want it to spread soo uh we can do like u an ab smear or i think they have other uh diagnostic uh workup for that too so we will do that after if not we can check uh to see if it is uh likeuo- another typical pneumonia uh we can do a chest x-ray for that as well uh and if both of those uh turn out to be negative then we will wo- have to work you up further for other things like copd uh or lung cancer how is that sound unintelligible	1
figshare-osce	RES0015	NUMERIC	so yeah this is just like my first time visiting a doctor in this country and like i was just very scared that it might be something serious so just wanted to know what it can be yeah for sure so the first thing we want to rule out is tb because you have recently moved to canada from a country where it is i believe it is endemic so and some of your most of your symptoms fit with tb and how it presents so we just want to make sure its not that because it is highly infectious and and we dont want it to spread so we can do like a afb smear or i think they have other diagnostic work up for that too so well do that first if not we can check to see if its like another another typical pneumonia we can do a chest x ray for that as well if both of those turn out to be negatives then well have to work you up further for other things like copor lung cancer how does that sound that sounds good thank you		so youa this is just like my first time visiting a doctor in this country andunintelligible might be something uh serious so just wanted to know what it can be yah for sure so the first thing we want to rule out is tb uh because you have recently moved to candida from uh a country where it is i believe is it it is endemic uh so and some of your most of your symptoms fit with tb and how it presents so we just want to make sure it is not that because it is highly infectious and uh we do not want it to spread soo uh we can do like u an ab smear or i think they have other uh diagnostic uh workup for that too so we will do that after if not we can check uh to see if it is uh likeuo- another typical pneumonia uh we can do a chest x-ray for that as well uh and if both of those uh turn out to be negative then we will wo- have to work you up further for other things like copd uh or lung cancer how is that sound unintelligible	1
figshare-osce	RES0016	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0016	NEGATION_FLIP	no		gradually on its own no no real triggers that i can remember	1
figshare-osce	RES0016	NEGATION_FLIP	cant	can't	cano	1
figshare-osce	RES0016	NEGATION_FLIP	cant	can't	canot	1
figshare-osce	RES0016	NUMERIC	1	one		unalignable
figshare-osce	RES0016	NUMERIC	10	ten		unalignable
figshare-osce	RES0016	NUMERIC	10			unalignable
figshare-osce	RES0016	NEGATION_FLIP	no		dry cough no no i	1
figshare-osce	RES0016	NEGATION_FLIP	dont	don't	do	1
figshare-osce	RES0016	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0016	NEGATION_FLIP	no	nope	uh he	0
figshare-osce	RES0016	NEGATION_FLIP	no	nope	changes in your hearing or ear pain no	1
figshare-osce	RES0016	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0016	NEGATION_FLIP	not			unalignable
figshare-osce	RES0016	NUMERIC	3	three	like3 kgty ted somet a get	0
figshare-osce	RES0016	NEGATION_FLIP	no heart	nope heart's		unalignable
figshare-osce	RES0016	NEGATION_FLIP	uh no	nope okay		unalignable
figshare-osce	RES0016	NEGATION_FLIP	no	nope	allergies no	1
figshare-osce	RES0016	NUMERIC	2	two	two	0
figshare-osce	RES0016	NEGATION_FLIP	marijuana	no	marijuana no cocaine nothing like that	0
figshare-osce	RES0016	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0016	NEGATION_FLIP	um	no		unalignable
figshare-osce	RES0016	NEGATION_FLIP	no	nope		unalignable
figshare-osce	RES0016	NEGATION_FLIP	ok well those were all the questions that i had did you have anything that you wanted to add that i maybe missed uh no i just its been going on for two years and i feel like its getting worse and worse and yeah im just scared of having to you know go on oxygen or like just not being able to breathe at one point yeah for sure so we will try to do a good job working you up for everything that we think it may be and right now it sounds like it could be pulmonary fibrosis either like you know an autoimmune process or triggered after like an infection that you may have had in the past we will definitely also look into see if its perhaps a lung cancer asthma and you mentioned you dont smoke so we dont think it could be copbut well also test for that in case all everything else comes back negative ok sounds good thank you so much thank you take care you too		those are all the questions that i had uh did you have anything that you wanted to add that i may be missed uh no just it has been going on for two years and i feel like it getting worse and worse just sc of coming to oxygen be able to breathe at one pointyou have for sure uh so we will try do a good job uh working you up for everything that we think it may be uh and right now it sounds like it could be uh pulmonary fibrosis either like you know an autoimmune process uh or triggered uh after like an infection that you may have had in the past uh we will definitely also look to see if it uh for ps the lung cancer uh asthma and you mentioned you do not smoke so we do not think it could be copd but we will also uh test for that in case all everything else comes back negative thank you takeke care	1
figshare-osce	RES0016	LATERALITY	ok well those were all the questions that i had did you have anything that you wanted to add that i maybe missed uh no i just its been going on for two years and i feel like its getting worse and worse and yeah im just scared of having to you know go on oxygen or like just not being able to breathe at one point yeah for sure so we will try to do a good job working you up for everything that we think it may be and right now it sounds like it could be pulmonary fibrosis either like you know an autoimmune process or triggered after like an infection that you may have had in the past we will definitely also look into see if its perhaps a lung cancer asthma and you mentioned you dont smoke so we dont think it could be copbut well also test for that in case all everything else comes back negative ok sounds good thank you so much thank you take care you too		those are all the questions that i had uh did you have anything that you wanted to add that i may be missed uh no just it has been going on for two years and i feel like it getting worse and worse just sc of coming to oxygen be able to breathe at one pointyou have for sure uh so we will try do a good job uh working you up for everything that we think it may be uh and right now it sounds like it could be uh pulmonary fibrosis either like you know an autoimmune process uh or triggered uh after like an infection that you may have had in the past uh we will definitely also look to see if it uh for ps the lung cancer uh asthma and you mentioned you do not smoke so we do not think it could be copd but we will also uh test for that in case all everything else comes back negative thank you takeke care	1
figshare-osce	RES0016	NUMERIC	ok well those were all the questions that i had did you have anything that you wanted to add that i maybe missed uh no i just its been going on for two years and i feel like its getting worse and worse and yeah im just scared of having to you know go on oxygen or like just not being able to breathe at one point yeah for sure so we will try to do a good job working you up for everything that we think it may be and right now it sounds like it could be pulmonary fibrosis either like you know an autoimmune process or triggered after like an infection that you may have had in the past we will definitely also look into see if its perhaps a lung cancer asthma and you mentioned you dont smoke so we dont think it could be copbut well also test for that in case all everything else comes back negative ok sounds good thank you so much thank you take care you too		those are all the questions that i had uh did you have anything that you wanted to add that i may be missed uh no just it has been going on for two years and i feel like it getting worse and worse just sc of coming to oxygen be able to breathe at one pointyou have for sure uh so we will try do a good job uh working you up for everything that we think it may be uh and right now it sounds like it could be uh pulmonary fibrosis either like you know an autoimmune process uh or triggered uh after like an infection that you may have had in the past uh we will definitely also look to see if it uh for ps the lung cancer uh asthma and you mentioned you do not smoke so we do not think it could be copd but we will also uh test for that in case all everything else comes back negative thank you takeke care	1
figshare-osce	RES0017	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0017	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0017	NEGATION_FLIP	dont	don't	nott	1
figshare-osce	RES0017	NEGATION_FLIP	not		exercising a lot more but not not too much	1
figshare-osce	RES0017	NEGATION_FLIP	hasnt	hasn't	not	0
figshare-osce	RES0017	NEGATION_FLIP	doesnt	doesn't	does not	0
figshare-osce	RES0017	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0017	NUMERIC	1520	15-20	20	0
figshare-osce	RES0017	NEGATION_FLIP	not		pounds but not not too much	1
figshare-osce	RES0017	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0017	NEGATION_FLIP	no	nope	loss of taste no alright	1
figshare-osce	RES0017	NEGATION_FLIP	i	don't	i	1
figshare-osce	RES0017	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0017	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0017	NEGATION_FLIP	know	don't	don't	0
figshare-osce	RES0017	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0017	NEGATION_FLIP	so no	sort of	okay uh sort of	0
figshare-osce	RES0017	NUMERIC	5	five	five	0
figshare-osce	RES0017	NUMERIC	10	ten	to 10 cigarettes for around 20 years	0
figshare-osce	RES0018	NUMERIC	2	two	two	0
figshare-osce	RES0018	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0018	NEGATION_FLIP	havent	haven't	have'u	1
figshare-osce	RES0018	NUMERIC	3		three	0
figshare-osce	RES0018	NEGATION_FLIP	havent	haven't	haven't	0
figshare-osce	RES0018	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0018	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0018	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0018	NEGATION_FLIP	couldnt	couldn't	could	1
figshare-osce	RES0018	NEGATION_FLIP	hasnt	hasn't	that hasn't	0
figshare-osce	RES0018	NEGATION_FLIP	havent	haven't	not	0
figshare-osce	RES0018	NEGATION_FLIP	dont	don't	not't	1
figshare-osce	RES0018	NEGATION_FLIP	didnt	didn't	didn'	1
figshare-osce	RES0018	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0018	NEGATION_FLIP	i	haven't	i	1
figshare-osce	RES0018	NEGATION_FLIP	havent	haven't	have't	1
figshare-osce	RES0018	NEGATION_FLIP	no other	what her	just my wife no other sexual partners	1
figshare-osce	RES0018	NEGATION_FLIP	not		no not really not nothing like this	1
figshare-osce	RES0018	NEGATION_FLIP	no ok	nope okay	strokes in the family no okay	1
figshare-osce	RES0018	NUMERIC	covid19	covid-19	covid-19	0
figshare-osce	RES0019	NUMERIC	3	three	three	0
figshare-osce	RES0019	NUMERIC	past three days	path reaches okay	headache been going on for uh the same amount of time so like the past three days	1
figshare-osce	RES0019	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	nothing	nothing's		unalignable
figshare-osce	RES0019	NEGATION_FLIP	wouldnt	wouldn't	lying flatoka uhm and uh	1
figshare-osce	RES0019	NUMERIC	a	six		unalignable
figshare-osce	RES0019	NUMERIC	6			unalignable
figshare-osce	RES0019	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	no alright	all right	r	0
figshare-osce	RES0019	NEGATION_FLIP	we	don't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	over the counter i dont	over-the-counter i don't all right	over-the-counter don't	0
figshare-osce	RES0019	NUMERIC	one	one's		unalignable
figshare-osce	RES0019	NEGATION_FLIP	no one i			unalignable
figshare-osce	RES0019	NUMERIC	no one i			unalignable
figshare-osce	RES0019	NEGATION_FLIP	dont ok	don't okay		unalignable
figshare-osce	RES0019	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0019	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0019	NUMERIC	388	8	uh	0
figshare-osce	RES0019	NUMERIC	covid19	covid-19	covid-19	0
figshare-osce	RES0019	LATERALITY	blood cell count but um for now we will get those tests ordered did you have any questions ok yeah that sounds great do you think i could also have you know meningitis or something cause i was reading online on google and thats the first thing that came up oh yeah youre youre absolutely right so um sorry i we will go ahead and investigate that as well and we might need to do a lumbar puncture or some blood work to look for signs of infection that might be needed to be treated with antibiotics ok alright that sounds good thank you		blood cell count uh but uh for now we will get those tests ordered uh did you have any questions also have meningitis oh yeah uh uh are absolutely right so uh sorry i we will uh go ahead and uh uh investigate that as well and uh we might need to do uh a lumbar puncture uh or uh some blood work to look for uh signs of infection that might be needed to be treated uh with antibiotics okay than	1
figshare-osce	RES0019	NUMERIC	blood cell count but um for now we will get those tests ordered did you have any questions ok yeah that sounds great do you think i could also have you know meningitis or something cause i was reading online on google and thats the first thing that came up oh yeah youre youre absolutely right so um sorry i we will go ahead and investigate that as well and we might need to do a lumbar puncture or some blood work to look for signs of infection that might be needed to be treated with antibiotics ok alright that sounds good thank you		blood cell count uh but uh for now we will get those tests ordered uh did you have any questions also have meningitis oh yeah uh uh are absolutely right so uh sorry i we will uh go ahead and uh uh investigate that as well and uh we might need to do uh a lumbar puncture uh or uh some blood work to look for uh signs of infection that might be needed to be treated uh with antibiotics okay than	0
figshare-osce	RES0020	NEGATION_FLIP	no			unalignable
figshare-osce	RES0020	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0020	NEGATION_FLIP	um	no		unalignable
figshare-osce	RES0020	NUMERIC	2	two		unalignable
figshare-osce	RES0020	NUMERIC	2 ok	yes okay		unalignable
figshare-osce	RES0020	NUMERIC	3	three		unalignable
figshare-osce	RES0020	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0020	NEGATION_FLIP	dont ok	don't okay		unalignable
figshare-osce	RES0020	NEGATION_FLIP	no no	nope nope		unalignable
figshare-osce	RES0020	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0020	NUMERIC	covid19	covid-19	covid-19	0
figshare-osce	RES0020	NUMERIC	14	14-day	14-day period uh	0
figshare-osce	RES0021	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0021	NUMERIC	383	three	3	0
figshare-osce	RES0021	NEGATION_FLIP	doesnt	doesn't		unalignable
figshare-osce	RES0021	NEGATION_FLIP	dont	don't	don'	1
figshare-osce	RES0021	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0021	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0021	NUMERIC	10	ten	cough like this before maybe like 10 years ago when i had some sort of viral infection they said	1
figshare-osce	RES0021	NEGATION_FLIP	not			unalignable
figshare-osce	RES0021	NEGATION_FLIP	cant	can't		unalignable
figshare-osce	RES0021	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0021	NEGATION_FLIP	nothing			unalignable
figshare-osce	RES0021	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0021	NEGATION_FLIP	checked	can't		unalignable
figshare-osce	RES0021	NEGATION_FLIP	ok no	okay and	reastlative with u	0
figshare-osce	RES0021	NEGATION_FLIP	didnt	didn't	did'	1
figshare-osce	RES0021	NUMERIC	covid19	covid-19	covid-19	0
figshare-osce	RES0021	NUMERIC	for	covid-19	will do some testing for for	1
figshare-osce	RES0021	NUMERIC	covid19		covid-19	0
figshare-osce	RES0022	NEGATION_FLIP	cant	can't	canthing	1
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't	haven't	0
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	no	okay		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	couldnt	couldn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	ok uh	no okay		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	let me	i don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	wasnt	wasn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	wasnt	wasn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0022	NEGATION_FLIP	no	okay	untelligible and uh	0
figshare-osce	RES0022	NEGATION_FLIP	no i see ok		untelligible and uh	0
figshare-osce	RES0022	NEGATION_FLIP	didnt	didn't	did'	1
figshare-osce	RES0022	NUMERIC	covid19	covid	covid	0
