dataset	file_id	error_type	ref_words	hyp_words	fused_words	primary_category	all_categories	fusion_changed_position	fusion_fixed_position	likely_meaning_change	meaning_change_reason
figshare-osce	MSK0007	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	substitute	are	you're	you're	generic		0	0	1	unclassified
figshare-osce	MSK0007	delete	you			generic		0	0	0	True
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	delete	uh yeah			generic		0	0	0	True
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	delete	your			generic		0	0	0	True
figshare-osce	MSK0007	delete	as			generic		0	0	0	True
figshare-osce	MSK0007	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0007	delete	no			generic		0	0	0	True
figshare-osce	MSK0007	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	MSK0007	substitute	that	it	it	generic		0	0	1	unclassified
figshare-osce	MSK0007	delete	its			generic		0	0	0	True
figshare-osce	MSK0007	delete	it it			generic		0	0	0	True
figshare-osce	MSK0007	substitute	a	attendinopathy	attendinopathy	generic		0	0	1	unclassified
figshare-osce	MSK0007	delete	tendinopathy			CONDITION	CONDITION	0	0	0	True
figshare-osce	MSK0007	delete	that			generic		0	0	0	True
figshare-osce	MSK0007	delete	or			generic		0	0	0	True
figshare-osce	MSK0007	substitute	that	at	at	generic		0	0	1	unclassified
figshare-osce	MSK0007	delete	that			generic		0	0	0	True
figshare-osce	MSK0007	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0007	delete	yeah or			generic		0	0	0	True
figshare-osce	MSK0007	substitute	and	an	an	generic		0	0	1	unclassified
figshare-osce	MSK0007	substitute	isnt	isn't	isn't	generic		0	0	1	unclassified
figshare-osce	MSK0007	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	how			generic		0	0	0	True
figshare-osce	MSK0008	substitute	um	chris	chris	filler	filler	0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	and			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	id	i'd	i'd	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	or			generic		0	0	0	True
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	in			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	and			generic		0	0	0	True
figshare-osce	MSK0008	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok an	okay and	okay and	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	a			generic		0	0	0	True
figshare-osce	MSK0008	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	1	one	one	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	low	low-intensity	low-intensity	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	intensity			generic		0	0	0	True
figshare-osce	MSK0008	substitute	um	i	i	filler	filler	0	0	1	unclassified
figshare-osce	MSK0008	delete	id			generic		0	0	0	True
figshare-osce	MSK0008	substitute	5 ok	five okay	five okay	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	and	and	filler	filler	0	0	1	unclassified
figshare-osce	MSK0008	delete	or			generic		0	0	0	True
figshare-osce	MSK0008	substitute	kind	kinds	kinds	generic		0	0	0	morphology_only
figshare-osce	MSK0008	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	uh um	all right	all right	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	alright			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	alright so	all right	all right	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	so	i'll	i'll	filler	filler	0	0	1	unclassified
figshare-osce	MSK0008	delete	ill			generic		0	0	0	True
figshare-osce	MSK0008	delete	any			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok any	okay an	okay an	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	your	ear	ear	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	um no alright	no all right	no all right	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ra	rat	rat	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	you youre	who you're	who you're	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok well	okay that's	okay that's	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	thats			generic		0	0	0	True
figshare-osce	MSK0008	substitute	is	has	has	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok weve	okay we've	okay we've	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	inperson ok	person okay	person okay	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	whos	who's	who's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	alright then	all right	all right	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	and			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	to	tyranny	tyranny	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	your knee			generic		0	0	0	True
figshare-osce	MSK0008	substitute	um	no	no	filler	filler	0	0	1	unclassified
figshare-osce	MSK0008	delete	that			generic		0	0	0	True
figshare-osce	MSK0008	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok did	and do	and do	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	weve	we've	we've	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	a			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	i that			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ecchymosis	echimosis	echimosis	FINDING	FINDING	0	0	1	unclassified
figshare-osce	MSK0008	substitute	or	not	not	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	is that			generic		0	0	0	True
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	alright			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	um no youre	no if you're	no if you're	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	i	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	am			generic		0	0	0	True
figshare-osce	MSK0008	delete	and			generic		0	0	0	True
figshare-osce	MSK0008	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	is painful	cause pain	cause pain	SYMPTOM	SYMPTOM	0	0	1	unclassified
figshare-osce	MSK0008	delete	at			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	over the			generic		0	0	0	True
figshare-osce	MSK0008	substitute	in	on	on	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	in	on	on	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	varus	various	various	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	varus	various	various	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	it	there	there	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	there will be			generic		0	0	0	True
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	the			generic		0	0	0	True
figshare-osce	MSK0008	substitute	too	to	to	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	is			generic		0	0	0	True
figshare-osce	MSK0008	substitute	theres	there's	there's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	youre	to	to	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	the			generic		0	0	0	True
figshare-osce	MSK0008	substitute	their	there	there	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok um and	okay and then	okay and then	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0008	substitute	no	okay	okay	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	are	aren't	aren't	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	mmmm	okay	okay	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	and			generic		0	0	0	True
figshare-osce	MSK0008	delete	ah			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	my			generic		0	0	0	True
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	antiinflammatories	anti-inflammatories	anti-inflammatories	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	that	the	the	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	to			generic		0	0	0	True
figshare-osce	MSK0008	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	delete	so			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0008	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	more			generic		0	0	0	True
figshare-osce	MSK0008	substitute	that	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0008	delete	its			generic		0	0	0	True
figshare-osce	MSK0008	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	would	will	will	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	we will get any xray	we'll get a knee x-ray	we'll get a knee x-ray	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	arent	aren't	aren't	generic		0	0	1	unclassified
figshare-osce	MSK0008	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	uh	this	this	filler	filler	0	0	1	unclassified
figshare-osce	MSK0009	delete	just			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	like			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok and	okay so	okay so	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	in your			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	uhm	it's	it's	filler	filler	0	0	1	unclassified
figshare-osce	MSK0009	delete	its			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	ok uh			generic		0	0	0	True
figshare-osce	MSK0009	substitute	1	one	one	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	10 10	ten ten	ten ten	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	6 ok um	a six okay	a six okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	3	three	three	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	i	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	am if im			generic		0	0	0	True
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	she said	you say	you say	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	yeah			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	uh like			generic		0	0	0	True
figshare-osce	MSK0009	substitute	yes	so	so	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	theres	there's	there's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok ok theres	okay okay there's	okay okay there's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	mmm have	have you	have you	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	press it	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	ok uh ok			generic		0	0	0	True
figshare-osce	MSK0009	delete	your			generic		0	0	0	True
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	or			generic		0	0	0	True
figshare-osce	MSK0009	substitute	didnt	didn't	didn't	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	didnt	didn't	didn't	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	have you			generic		0	0	0	True
figshare-osce	MSK0009	substitute	no ok	nope okay	nope okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	or			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	like			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	like			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	or			generic		0	0	0	True
figshare-osce	MSK0009	substitute	alright so	all right	all right	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	alright so	all right	all right	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	have you			generic		0	0	0	True
figshare-osce	MSK0009	delete	any			generic		0	0	0	True
figshare-osce	MSK0009	delete	whole			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	um so			generic		0	0	0	True
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	a			generic		0	0	0	True
figshare-osce	MSK0009	substitute	crestor	cruster	like a crestor medication and then for high blood pressure	DRUG	DRUG	1	0	1	unclassified
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ramipril ok	ramapro okay	ramapro okay	DRUG	DRUG	0	0	1	unclassified
figshare-osce	MSK0009	substitute	um	i	i	filler	filler	0	0	1	unclassified
figshare-osce	MSK0009	substitute	a	know	know	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	no			generic		0	0	0	True
figshare-osce	MSK0009	substitute	i	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	dont um			generic		0	0	0	True
figshare-osce	MSK0009	substitute	csection	c-section	c-section	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	im			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	you	you've	you've	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	youve			generic		0	0	0	True
figshare-osce	MSK0009	delete	at			generic		0	0	0	True
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	that was			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	i			generic		0	0	0	True
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	i			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	whos	who's	who's	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	um nope	no okay	no okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	ok uh			generic		0	0	0	True
figshare-osce	MSK0009	delete	that with			generic		0	0	0	True
figshare-osce	MSK0009	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	fall	falls	falls	generic		0	0	0	morphology_only
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	or			generic		0	0	0	True
figshare-osce	MSK0009	delete	such			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	dont ok im	don't okay okay	don't okay okay	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	substitute	i	don't	don't	generic		0	0	1	unclassified
figshare-osce	MSK0009	delete	dont			generic		0	0	0	True
figshare-osce	MSK0009	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	MSK0009	delete	and			generic		0	0	0	True
figshare-osce	MSK0009	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	MSK0009	delete	im			generic		0	0	0	True
figshare-osce	MSK0009	delete	thats			generic		0	0	0	True
figshare-osce	MSK0009	delete	a			generic		0	0	0	True
figshare-osce	MSK0009	substitute	could	can	can	generic		0	0	1	unclassified
